Year,site_name,launch_site,Longitude,Latitude,Category,Result,Count
1962,"Naval Missile and Astronautics Center, Point Mugu, California",PM,-119.12,34.12,Military,Success,6
1962,"Reggane, Algerie",REG,0.28,26.72,Suborbital,Failure,1
1962,"Reggane, Algerie",REG,0.28,26.72,Suborbital,Success,4
1962,"Salto di Quirra (San Lorenzo), Perdas de Fogu, Sardegna",SDQ,9.43,39.6,Suborbital,Success,1
1962,"Sovetskaya Gavan, Rossiya",SGAV,140.3,48.97,Military,Success,2
1962,"San Nicolas Island, Pacific Missile Range, California",SNI,-119.5,33.25,Military,Unknown,1
1962,"Sonmiani Range, Sonmiani Beach, Baluchistan, Pakistan",SOM,66.75,25.2,Suborbital,Success,2
1962,"Royal Artillery Guided Weapons Range, South Uist, Hebrides",SUIST,-7.33,57.33,Suborbital,Success,1
1962,"Vandenberg AFB, California",V,-120.62,34.75,Military,Failure,10
1962,"Vandenberg AFB, California",V,-120.62,34.75,Military,Success,20
1962,"Vandenberg AFB, California",V,-120.62,34.75,Orbital,Failure,1
1962,"Vandenberg AFB, California",V,-120.62,34.75,Orbital,Success,25
1962,"Vandenberg AFB, California",V,-120.62,34.75,Reentry,Success,2
1962,"Venice Municipal Airport, Florida",VNC,-82.4403,27.0717,Suborbital,Success,1
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Atmosphere,Success,8
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,High Altitude,Success,1
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Orbital,Success,1
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Reentry,Success,1
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Suborbital,Failure,12
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Suborbital,Success,58
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Suborbital,Unknown,4
1962,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Test,Success,2
1962,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Atmosphere,Success,4
1962,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Military,Success,1
1962,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Failure,1
1962,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Success,26
1962,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Military,Success,47
1962,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Military,Unknown,31
1962,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Suborbital,Failure,1
1962,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Suborbital,Success,34
1962,"SLBM Launch Area, Western Test Range, Pacific Ocean",WTR,-120,35,Military,Success,4
1963,Aginskiy Test Range (247 MP Tsugol),AGINSK,115.4,51,Military,Success,2
1963,"Andoya Rocket Range, Andoy, Nordland, Norge",AND,16.0207,69.2943,Suborbital,Success,2
1963,"Ascension Island, Atlantic Ocean",ASC,-14.4142,-7.9762,Suborbital,Unknown,6
1963,"Sary Shagan Antimissile Test Center (NIIP-A, GNIIP-10), Balkash",BALKH,72.87,46.38,Military,Success,4
1963,"Barbados, Windward Islands",BARB,-59.483,13.067,Suborbital,Success,12
1963,"NASA Bermuda, Kindley AFB, Coopers Island, Bermuda",BERM,-64.6566,32.3483,Suborbital,Success,2
1963,"Birdling's Flat, Canterbury Plains, New Zealand",BFL,172.68,-43.8167,Suborbital,Success,1
1963,"Barents Launch Area, Barentsovo More, Murmansk Oblast'  (Os. Kildin)",BLA,34.2,69.5,Military,Success,1
1963,"Black Mesa, Blanding, Utah",BLA?,-109.29,37.37,Military,Success,1
1963,"Black Mesa, Blanding, Utah",BLAN,-109.29,37.37,Military,Success,5
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Atmosphere,Success,54
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Military,Failure,12
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Military,Success,46
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Orbital,Success,10
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Reentry,Failure,1
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Reentry,Success,5
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Suborbital,Success,4
1963,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Test,Success,2
1963,Centro de Ensayo y Lanzamiento de Proyectiles Autopropulsados,CELPA,-66.317,-30.13,Suborbital,Success,8
1963,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Military,Success,3
1963,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Suborbital,Success,2
1963,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Test,Failure,1
1963,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Test,Success,1
1963,"Cuxhaven, Niedersachsen, Deutschland",CUX,8.7,53.87,Suborbital,Success,7
1963,"Datil, New Mexico",DAT,-107.7414,34.1219,Military,Success,3
1963,"Edwards AFB, California",EAFB,-117.8,34.9,Suborbital Human Crew,Failure,12
1963,"Edwards AFB, California",EAFB,-117.8,34.9,Suborbital Human Crew,Success,21
1963,"Santa Rosa Island, Eglin AFB, Florida",EGL,-86.74,30.38,Atmosphere,Failure,1
1963,"Santa Rosa Island, Eglin AFB, Florida",EGL,-86.74,30.38,Atmosphere,Success,9
1963,"Santa Rosa Island, Eglin AFB, Florida",EGL,-86.74,30.38,Suborbital,Success,20
1963,"SLBM Launch Area, Eastern Test Range, Atlantic Ocean",ETR,-79,28.5,Military,Failure,14
1963,"SLBM Launch Area, Eastern Test Range, Atlantic Ocean",ETR,-79,28.5,Military,Success,53
1963,"Churchill Research Range, Fort Churchill, Manitoba, Canada",FC,-93.8203,58.7343,Suborbital,Failure,4
1963,"Churchill Research Range, Fort Churchill, Manitoba, Canada",FC,-93.8203,58.7343,Suborbital,Success,33
1963,"Hueco Range, Fort Bliss, Texas",FTB,-106.65,31.8,Military,Success,2
1963,"Fort Wingate Depot Activity, New Mexico",FW,-108.6,35.45,Military,Failure,1
1963,"Fort Wingate Depot Activity, New Mexico",FW,-108.6,35.45,Military,Success,9
1963,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Military,Failure,6
1963,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Military,Success,63
1963,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Orbital,Failure,4
1963,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Orbital,Success,4
1963,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Suborbital,Success,7
1963,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Atmosphere,Success,1
1963,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Suborbital,Failure,6
1963,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Suborbital,Success,22
1963,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Test,Success,8
1963,Jabal Hamzah,JHAM,30.607,30.1274,Suborbital,Success,1
1963,"Kagoshima Space Center, Kagoshima, Kyushu, Nippon",KASC,131.079,31.25,Suborbital,Failure,1
1963,"Kagoshima Space Center, Kagoshima, Kyushu, Nippon",KASC,131.079,31.25,Suborbital,Success,3
1963,"Kattakurgan missile base, Samarkand region",KATTAK,66.3,39.9,Military,Success,1
1963,"Kauai Test Facility (KTF), Barking Sands, Kauai",KAU,-159.777,22.058,Suborbital,Failure,2
1963,"Kauai Test Facility (KTF), Barking Sands, Kauai",KAU,-159.777,22.058,Suborbital,Success,8
1963,"Kauai Test Facility (KTF), Barking Sands, Kauai",KAU,-159.777,22.058,Suborbital,Unknown,1
1963,"Kerguelen Range, Port-Aux-Francais, Kerguelen Island",KER,70.23,-49.37,Suborbital,Success,1
1963,"US Army Kwajalein Atoll (USAKA), Marshall Islands",KMR,167.72,8.9917,Military,Success,21
1963,"US Army Kwajalein Atoll (USAKA), Marshall Islands",KMR,167.72,8.9917,Suborbital,Success,10
1963,"Kronogard (Jokkmokk/Vidsel), Norrbottens Lan, Sverige",KRON,19.78,66.22,Suborbital,Success,4
1963,"Leba (Ustka), Slupsk, Pomerania, Polska",LEBA,17.55,54.78,Suborbital,Success,1
1963,"Makat tactical missile base, Atyrau, Kazakstan",MAKAT,53.32,47.65,Military,Success,17
1963,"Makhachkala missile base, Makhachkala, Dagestan",MAKHCH,47.5,42.7,Military,Success,1
1963,"McMurdo Station, Ross Ice Shelf, New Zealand Antarctic Territory",MCM,166.66,-77.85,Suborbital,Success,13
1963,"Niijima, Nippon",NIIJ,139.27,34.33,Suborbital,Failure,1
1963,"Niijima, Nippon",NIIJ,139.27,34.33,Suborbital,Success,3
1963,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Deep Space,Success,1
1963,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Military,Failure,11
1963,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Military,Pad Explosion,3
1963,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Military,Success,36
1963,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Orbital,Failure,4
1963,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Orbital,Pad Explosion,1
1963,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Orbital,Success,10
1963,"53-y Nauchno-Issledovatelskiy Ispitatelniy Poligon,",NIIP-53,40.5,62.9,Military,Success,1
1963,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",NTAG,60.364,58.096,Military,Success,2
1963,Norwegian Sea Launch Area,NWSLA,5,70,Military,Success,1
1963,"Ostrov Kheysa, Zemlya Frantsa-Iosifa",OK,58.05,80.45,Suborbital,Success,5
1963,"Ordzhonikidze missile base, Ordzhonikidze (Vladikavkaz), S Ossetia",ORDZH,44.65,43.02,Military,Success,1
1963,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,High Altitude,Success,1
1963,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Orbital,Failure,4
1963,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Orbital,Success,10
1963,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Suborbital,Success,3
1963,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Suborbital,Unknown,4
1963,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Test,Success,3
1963,"Naval Missile and Astronautics Center, Point Mugu, California",PM,-119.12,34.12,Suborbital,Failure,1
1963,"Naval Missile and Astronautics Center, Point Mugu, California",PM,-119.12,34.12,Suborbital,Success,3
1963,"Reggane, Algerie",REG,0.28,26.72,Suborbital,Success,1
1963,"Salto di Quirra (San Lorenzo), Perdas de Fogu, Sardegna",SDQ,9.43,39.6,Suborbital,Success,3
1963,"Sovetskaya Gavan, Rossiya",SGAV,140.3,48.97,Military,Success,2
1963,"San Nicolas Island, Pacific Missile Range, California",SNI,-119.5,33.25,Military,Success,3
1963,"Sonmiani Range, Sonmiani Beach, Baluchistan, Pakistan",SOM,66.75,25.2,Suborbital,Success,1
1963,"Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",TERLS,76.87,8.53,Suborbital,Success,1
1963,"Tonopah Test Range, Nevada",TTR,-116.75,37.75,Suborbital,Success,6
1963,"Vandenberg AFB, California",V,-120.62,34.75,Military,Failure,15
1963,"Vandenberg AFB, California",V,-120.62,34.75,Military,Success,51
1963,"Vandenberg AFB, California",V,-120.62,34.75,Orbital,Failure,5
1963,"Vandenberg AFB, California",V,-120.62,34.75,Orbital,Success,16
1963,"Vandenberg AFB, California",V,-120.62,34.75,Reentry,Failure,1
1963,"Vandenberg AFB, California",V,-120.62,34.75,Reentry,Success,2
1963,"Vandenberg AFB, California",V,-120.62,34.75,Test,Success,1
1963,"Walker Cay, Bahama Islands",WC,-78.42,27.28,Suborbital,Success,1
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Atmosphere,Success,15
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,High Altitude,Failure,1
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Orbital,Success,1
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Reentry,Success,2
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Suborbital,Failure,6
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Suborbital,Success,59
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Test,Failure,1
1963,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Test,Success,1
1963,"Walker AFB, Roswell, New Mexico",WLK,-104.5305,33.3017,Military,Pad Explosion,1
1963,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Atmosphere,Success,1
1963,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Military,Success,1
1963,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Failure,4
1963,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Success,20
1963,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Unknown,3
1963,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Military,Failure,2
1963,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Military,Success,77
1963,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Military,Unknown,16
1963,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Suborbital,Failure,12
1963,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Suborbital,Success,49
1963,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Test,Success,2
1964,"Thule AFB, Halvo, Kalaallit Nunaat",THU,-68.75,76.53,Suborbital,Success,4
1964,Aberporth Range,ABER,-4.5548,52.1379,Atmosphere,Success,1
1964,Aberporth Range,ABER,-4.5548,52.1379,Suborbital,Success,2
1964,Altus AFB,ALT,-99.2743,34.663,Military,Pad Explosion,1
1964,"Andoya Rocket Range, Andoy, Nordland, Norge",AND,16.0207,69.2943,Suborbital,Success,3
1964,"Ascension Island, Atlantic Ocean",ASC,-14.4142,-7.9762,Suborbital,Success,8
1964,"Ascension Island, Atlantic Ocean",ASC,-14.4142,-7.9762,Suborbital,Unknown,28
1964,"Sary Shagan Antimissile Test Center (NIIP-A, GNIIP-10), Balkash",BALKH,72.87,46.38,Military,Success,3
1964,"Barbados, Windward Islands",BARB,-59.483,13.067,Suborbital,Success,68
1964,"NASA Bermuda, Kindley AFB, Coopers Island, Bermuda",BERM,-64.6566,32.3483,Suborbital,Success,2
1964,"Birdling's Flat, Canterbury Plains, New Zealand",BFL,172.68,-43.8167,Suborbital,Success,1
1964,"Black Mesa, Blanding, Utah",BLAN,-109.29,37.37,Military,Success,2
1964,"Carnarvon, Western Australia",CARN,113.4,-24.5,Suborbital,Failure,3
1964,"Carnarvon, Western Australia",CARN,113.4,-24.5,Suborbital,Success,5
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Atmosphere,Success,26
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Deep Space,Success,4
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Military,Failure,2
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Military,Success,17
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Orbital,Failure,3
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Orbital,Success,12
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Reentry,Failure,1
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Reentry,Success,5
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Suborbital,Success,14
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Test,Failure,1
1964,"Cape Canaveral Air Station, Florida",CC,-80.54,28.46,Test,Success,4
1964,Centro de Ensayo y Lanzamiento de Proyectiles Autopropulsados,CELPA,-66.317,-30.13,Suborbital,Success,5
1964,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Military,Failure,1
1964,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Military,Success,4
1964,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Suborbital,Failure,1
1964,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Suborbital,Success,4
1964,"Centre d'Essais et de Recherches d'Engins Speciaux, Ile du Levant, Var",CERES,6.47,43.05,Test,Success,2
1964,Chernoye More (Black Sea) submarine test launch area,CHM,34,44,Military,Success,2
1964,"Dbayeh launch site, LRS",DBAY,35.6,33.93,Suborbital,Success,3
1964,"Edwards AFB, California",EAFB,-117.8,34.9,Suborbital Human Crew,Failure,11
1964,"Edwards AFB, California",EAFB,-117.8,34.9,Suborbital Human Crew,Success,30
1964,"Santa Rosa Island, Eglin AFB, Florida",EGL,-86.74,30.38,Atmosphere,Success,3
1964,"Santa Rosa Island, Eglin AFB, Florida",EGL,-86.74,30.38,Suborbital,Failure,3
1964,"Santa Rosa Island, Eglin AFB, Florida",EGL,-86.74,30.38,Suborbital,Success,19
1964,"Santa Rosa Island, Eglin AFB, Florida",EGL,-86.74,30.38,Suborbital,Unknown,1
1964,Elmendorf AFB,ELM,61.25,-149.8,Military,Success,2
1964,"SLBM Launch Area, Eastern Test Range, Atlantic Ocean",ETR,-79,28.5,Military,Failure,4
1964,"SLBM Launch Area, Eastern Test Range, Atlantic Ocean",ETR,-79,28.5,Military,Success,44
1964,"Churchill Research Range, Fort Churchill, Manitoba, Canada",FC,-93.8203,58.7343,Suborbital,Failure,6
1964,"Churchill Research Range, Fort Churchill, Manitoba, Canada",FC,-93.8203,58.7343,Suborbital,Success,95
1964,"Hueco Range, Fort Bliss, Texas",FTB,-106.65,31.8,Military,Failure,1
1964,"Hueco Range, Fort Bliss, Texas",FTB,-106.65,31.8,Military,Success,5
1964,"Fort Wingate Depot Activity, New Mexico",FW,-108.6,35.45,Military,Failure,1
1964,"Fort Wingate Depot Activity, New Mexico",FW,-108.6,35.45,Military,Success,3
1964,"Green River, Utah",GRLC,-110.13,38.97,Military,Failure,5
1964,"Green River, Utah",GRLC,-110.13,38.97,Military,Success,3
1964,"Green River, Utah",GRLC,-110.13,38.97,Suborbital,Success,2
1964,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Military,Failure,8
1964,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Military,Success,69
1964,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Orbital,Failure,1
1964,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Orbital,Success,7
1964,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Suborbital,Failure,1
1964,"GTsP-4, Kapustin Yar, Volgograd, Rossiya",GTsP-4,45.8,48.5,Suborbital,Success,25
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Atmosphere,Success,1
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,High Altitude,Success,2
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Military,Failure,3
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Suborbital,Failure,3
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Suborbital,Success,27
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Suborbital,Unknown,1
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Test,Failure,3
1964,"Centre Interarmees d'Essais d'Engins Speciaux (CIEES), Algerie",HMG,-3.083,30.887,Test,Success,4
1964,Johnston Island,JI,-169.5238,16.7374,Military,Failure,1
1964,Johnston Island,JI,-169.5238,16.7374,Military,Success,4
1964,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",JQ,100.31,41.31,Military,Success,4
1964,"Kagoshima Space Center, Kagoshima, Kyushu, Nippon",KASC,131.079,31.25,Suborbital,Success,14
1964,"Kauai Test Facility (KTF), Barking Sands, Kauai",KAU,-159.777,22.058,Suborbital,Failure,6
1964,"Kauai Test Facility (KTF), Barking Sands, Kauai",KAU,-159.777,22.058,Suborbital,Success,39
1964,"Keweenaw Rocket Launch Site (KRLS), Michigan",KEW,-87.72,47.43,Suborbital,Success,5
1964,"US Army Kwajalein Atoll (USAKA), Marshall Islands",KMR,167.72,8.9917,Military,Success,17
1964,"US Army Kwajalein Atoll (USAKA), Marshall Islands",KMR,167.72,8.9917,Suborbital,Success,11
1964,"Kronogard (Jokkmokk/Vidsel), Norrbottens Lan, Sverige",KRON,19.78,66.22,Suborbital,Success,8
1964,"Makat tactical missile base, Atyrau, Kazakstan",MAKAT,53.32,47.65,Military,Success,2
1964,"Niijima, Nippon",NIIJ,139.27,34.33,Suborbital,Success,5
1964,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Deep Space,Success,2
1964,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Military,Failure,8
1964,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Military,Success,39
1964,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Orbital,Failure,6
1964,"NIIP-5, Baykonur, Kazakstan",NIIP-5,63,46,Orbital,Success,20
1964,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",NTAG,60.364,58.096,Military,Success,1
1964,"Ostrov Kheysa, Zemlya Frantsa-Iosifa",OK,58.05,80.45,Suborbital,Success,80
1964,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Orbital,Failure,2
1964,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Orbital,Success,8
1964,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Reentry,Failure,1
1964,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Reentry,Success,1
1964,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Suborbital,Failure,1
1964,"Naval Missile Facility, Point Arguello, California",PA,-120.6,34.62,Suborbital,Success,2
1964,"Puente del Inca, Mendoza, Argentina",PDI,-69.91,-32.82,Suborbital,Success,1
1964,"Naval Missile and Astronautics Center, Point Mugu, California",PM,-119.12,34.12,Suborbital,Failure,2
1964,"Naval Missile and Astronautics Center, Point Mugu, California",PM,-119.12,34.12,Suborbital,Success,7
1964,"Naval Missile and Astronautics Center, Point Mugu, California",PM,-119.12,34.12,Suborbital,Unknown,2
1964,"SLBM Launch Area, Western Test Range, Pacific Ocean",PM?,-120,35,Suborbital,Failure,1
1964,"SLBM Launch Area, Western Test Range, Pacific Ocean",PM?,-120,35,Suborbital,Success,3
1964,Hydra Launch Site 1,POR6,-123,34,Suborbital,Success,1
1964,"Reggane, Algerie",REG,0.28,26.72,Suborbital,Success,3
1964,"Salto di Quirra (San Lorenzo), Perdas de Fogu, Sardegna",SDQ,9.43,39.6,Suborbital,Success,47
1964,"Sovetskaya Gavan, Rossiya",SGAV,140.3,48.97,Military,Failure,1
1964,"Sovetskaya Gavan, Rossiya",SGAV,140.3,48.97,Military,Success,3
1964,"San Marco Launch Complex, Formosa Bay, Kenya",SMLC,40.2134,-2.9408,Suborbital,Success,3
1964,"San Nicolas Island, Pacific Missile Range, California",SNI,-119.5,33.25,Suborbital,Failure,1
1964,"San Nicolas Island, Pacific Missile Range, California",SNI,-119.5,33.25,Suborbital,Success,13
1964,"Sonmiani Range, Sonmiani Beach, Baluchistan, Pakistan",SOM,66.75,25.2,Suborbital,Success,8
1964,"Royal Artillery Guided Weapons Range, South Uist, Hebrides",SUIST,-7.33,57.33,Suborbital,Success,4
1964,"Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",TERLS,76.87,8.53,Suborbital,Success,16
1964,"Teykovo Missile Base, Russia",TEYK,40.44,56.7,Military,Success,2
1964,"Tonopah Test Range, Nevada",TTR,-116.75,37.75,Suborbital,Failure,1
1964,"Tonopah Test Range, Nevada",TTR,-116.75,37.75,Suborbital,Success,2
1964,"Vandenberg AFB, California",V,-120.62,34.75,Military,Failure,6
1964,"Vandenberg AFB, California",V,-120.62,34.75,Military,Success,65
1964,"Vandenberg AFB, California",V,-120.62,34.75,Orbital,Failure,1
1964,"Vandenberg AFB, California",V,-120.62,34.75,Orbital,Success,21
1964,"Vandenberg AFB, California",V,-120.62,34.75,Reentry,Success,2
1964,"Vik, Myrdalsandir, Island",VIK,-19,63.42,Suborbital,Success,2
1964,"South Vandenberg AFB, California",VS,-120.61,34.63,Orbital,Failure,1
1964,"South Vandenberg AFB, California",VS,-120.61,34.63,Orbital,Success,9
1964,"Walker Cay, Bahama Islands",WC,-78.42,27.28,Suborbital,Success,4
1964,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Atmosphere,Success,30
1964,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,High Altitude,Success,1
1964,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Orbital,Success,3
1964,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Reentry,Success,1
1964,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Suborbital,Failure,3
1964,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Suborbital,Success,77
1964,"Wallops Flight Facility, Wallops Island, Virginia",WI,-75.48,37.83,Test,Success,2
1964,"Walker AFB, Roswell, New Mexico",WLK,-104.5305,33.3017,Military,Pad Explosion,2
1964,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Atmosphere,Failure,1
1964,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Atmosphere,Success,3
1964,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Military,Success,2
1964,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Failure,4
1964,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Success,34
1964,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Suborbital,Unknown,1
1964,"Woomera Instrumented Range, Woomera, South Australia",WOO,136.5,-30.925,Test,Success,2
1964,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Military,Success,34
1964,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Military,Unknown,17
1964,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Suborbital,Failure,17
1964,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Suborbital,Success,73
1964,"White Sands Missile Range, New Mexico",WS,-106.53,32.4,Suborbital,Unknown,1
