Year,launch_site,Longitude,Latitude,Category,Result,Count
1966,NIIP-53,40.5,62.9,Military,Success,13
1966,NIIP-53,40.5,62.9,Orbital,Failure,1
1966,NIIP-53,40.5,62.9,Orbital,Success,6
1966,OK,58.05,80.45,Suborbital,Success,63
1966,OMSK,73.635,55.16,Military,Success,2
1966,PA,-120.6,34.62,Suborbital,Success,2
1966,PBA,-156.78,71.03,Suborbital,Success,9
1966,PM,-119.12,34.12,Suborbital,Failure,1
1966,PM,-119.12,34.12,Suborbital,Success,12
1966,PM?,-120,35,Suborbital,Success,1
1966,POR2,-115.8847,9.9511,Suborbital,Success,1
1966,POR3,-133,31,Suborbital,Failure,1
1966,RES,-94.9,74.68,Suborbital,Success,2
1966,SDQ,9.43,39.6,Suborbital,Failure,1
1966,SDQ,9.43,39.6,Suborbital,Success,8
1966,SHER,-79.98,9.33,Suborbital,Success,1
1966,SHER,-79.98,9.33,Suborbital,Unknown,1
1966,SNI,-119.5,33.25,Suborbital,Success,2
1966,SOM,66.75,25.2,Suborbital,Success,9
1966,SOM,66.75,25.2,Suborbital,Unknown,9
1966,SUIST,-7.33,57.33,Military,Success,1
1966,SUIST,-7.33,57.33,Suborbital,Success,16
1966,SUIST,-7.33,57.33,Suborbital,Unknown,1
1966,TART,-63.82,-22.77,Suborbital,Success,16
1966,TERLS,76.87,8.53,Suborbital,Success,12
1966,TEYK,40.44,56.7,Military,Success,1
1966,TORT,-66.4395,18.4829,Suborbital,Failure,1
1966,TORT,-66.4395,18.4829,Suborbital,Success,3
1966,TTR,-116.75,37.75,Atmosphere,Success,2
1966,TTR,-116.75,37.75,Suborbital,Failure,3
1966,TTR,-116.75,37.75,Suborbital,Success,4
1966,V,-120.62,34.75,Military,Failure,12
1966,V,-120.62,34.75,Military,Success,61
1966,V,-120.62,34.75,Military,Unknown,1
1966,V,-120.62,34.75,Orbital,Failure,2
1966,V,-120.62,34.75,Orbital,Success,14
1966,V,-120.62,34.75,Reentry,Success,1
1966,V,-120.62,34.75,Suborbital,Success,1
1966,VS,-120.61,34.63,Orbital,Success,29
1966,VS,-120.61,34.63,Test,Success,1
1966,WC,-78.42,27.28,Military,Success,1
1966,WI,-75.48,37.83,Atmosphere,Success,9
1966,WI,-75.48,37.83,Orbital,Success,1
1966,WI,-75.48,37.83,Suborbital,Failure,1
1966,WI,-75.48,37.83,Suborbital,Success,128
1966,WI,-75.48,37.83,Test,Success,1
1966,WOO,136.5,-30.925,Atmosphere,Success,4
1966,WOO,136.5,-30.925,Military,Failure,1
1966,WOO,136.5,-30.925,Military,Success,1
1966,WOO,136.5,-30.925,Suborbital,Failure,2
1966,WOO,136.5,-30.925,Suborbital,Success,27
1966,WOO,136.5,-30.925,Test,Success,2
1966,WS,-106.53,32.4,Military,Failure,5
1966,WS,-106.53,32.4,Military,Success,42
1966,WS,-106.53,32.4,Military,Unknown,15
1966,WS,-106.53,32.4,Suborbital,Failure,3
1966,WS,-106.53,32.4,Suborbital,Success,95
1966,WS,-106.53,32.4,Suborbital,Unknown,7
1966,WS,-106.53,32.4,Test,Success,1
1966,YUMA,-114.32,32.87,Suborbital,Success,51
1966,YURYA,49.44,59.17,Military,Success,1
1967,A51,-115.8,37.23,Military,Success,2
1967,ABER,-4.5548,52.1379,Atmosphere,Success,2
1967,AND,16.0207,69.2943,Suborbital,Failure,3
1967,AND,16.0207,69.2943,Suborbital,Success,12
1967,BALKH,72.87,46.38,Military,Failure,1
1967,BALKH,72.87,46.38,Military,Success,2
1967,BARB,-59.483,13.067,Suborbital,Success,6
1967,BELA,38,65.5,Military,Success,6
1967,BLAN,-109.29,37.37,Military,Success,24
1967,CC,-80.54,28.46,Deep Space,Success,10
1967,CC,-80.54,28.46,Military,Failure,1
1967,CC,-80.54,28.46,Military,Success,6
1967,CC,-80.54,28.46,Military,Unknown,1
1967,CC,-80.54,28.46,Orbital,Success,11
1967,CC,-80.54,28.46,Suborbital,Success,31
1967,CC,-80.54,28.46,Suborbital,Unknown,3
1967,CEL,-1.25,44.45,High Altitude,Success,1
1967,CEL,-1.25,44.45,Military,Unknown,3
1967,CEL,-1.25,44.45,Test,Failure,1
1967,CELPA,-66.317,-30.13,Suborbital,Success,28
1967,CERES,6.47,43.05,Military,Failure,2
1967,CERES,6.47,43.05,Military,Success,8
1967,CERES,6.47,43.05,Military,Unknown,2
1967,CERES,6.47,43.05,Suborbital,Failure,4
1967,CERES,6.47,43.05,Suborbital,Success,5
1967,CHM,34,44,Military,Success,8
1967,CLBI,-35.383,-5.866,Suborbital,Failure,1
1967,CLBI,-35.383,-5.866,Suborbital,Success,34
1967,CSB,-85.37,29.67,Suborbital,Success,30
1967,DDU,140.02,-64.67,Suborbital,Success,4
1967,DROV,113,51.5,Military,Success,1
1967,EAFB,-117.8,34.9,Suborbital Human Crew,Failure,15
1967,EAFB,-117.8,34.9,Suborbital Human Crew,Success,13
1967,EGL,-86.74,30.38,Military,Success,2
1967,EGL,-86.74,30.38,Suborbital,Failure,2
1967,EGL,-86.74,30.38,Suborbital,Success,31
1967,EGL,-86.74,30.38,Suborbital,Unknown,1
1967,EMBA,55.42,47.1,Suborbital,Success,2
1967,ESR,21.107,67.894,Suborbital,Failure,1
1967,ESR,21.107,67.894,Suborbital,Success,15
1967,ETR,-79,28.5,Military,Success,1
1967,ETR,-79,28.5,Military,Unknown,20
1967,FC,-93.8203,58.7343,Suborbital,Failure,1
1967,FC,-93.8203,58.7343,Suborbital,Success,147
1967,GRLC,-110.13,38.97,Military,Failure,3
1967,GRLC,-110.13,38.97,Military,Success,27
1967,GTsP-4,45.8,48.5,Military,Success,19
1967,GTsP-4,45.8,48.5,Military,Unknown,8
1967,GTsP-4,45.8,48.5,Orbital,Success,7
1967,GTsP-4,45.8,48.5,Suborbital,Success,54
1967,GTsP-4,45.8,48.5,Suborbital,Unknown,1
1967,HMG,-3.083,30.887,Military,Success,2
1967,HMG,-3.083,30.887,Orbital,Success,2
1967,HMG,-3.083,30.887,Suborbital,Failure,2
1967,HMG,-3.083,30.887,Suborbital,Success,10
1967,IOR2,87.283,-0.53,Suborbital,Success,6
1967,IOR2,87.283,-0.53,Suborbital,Unknown,1
1967,JI,-169.5238,16.7374,Military,Success,1
1967,JI,-169.5238,16.7374,Suborbital,Success,6
1967,JQ,100.31,41.31,Military,Failure,1
1967,JQ,100.31,41.31,Military,Success,2
1967,KASC,131.079,31.25,High Altitude,Success,1
1967,KASC,131.079,31.25,Orbital,Failure,1
1967,KASC,131.079,31.25,Suborbital,Success,8
1967,KASC,131.079,31.25,Suborbital,Unknown,2
1967,KAU,-159.777,22.058,Suborbital,Failure,1
1967,KAU,-159.777,22.058,Suborbital,Success,32
1967,KRAS,92.29,56.23,Military,Success,3
1967,KSC,-80.6041,28.6083,Deep Space,Success,1
1967,LEBA,17.55,54.78,Suborbital,Success,42
1967,NIIP-5,63,46,Deep Space,Success,2
1967,NIIP-5,63,46,Military,Failure,5
1967,NIIP-5,63,46,Military,Success,49
1967,NIIP-5,63,46,Orbital,Failure,6
1967,NIIP-5,63,46,Orbital,Success,29
1967,NIIP-5,63,46,Reentry,Success,1
1967,NIIP-53,40.5,62.9,Military,Failure,9
1967,NIIP-53,40.5,62.9,Military,Success,33
1967,NIIP-53,40.5,62.9,Orbital,Failure,4
1967,NIIP-53,40.5,62.9,Orbital,Success,26
1967,NTAG,60.364,58.096,Military,Success,2
1967,OK,58.05,80.45,Suborbital,Success,30
1967,PAVL,38.5,48.9,Military,Success,1
1967,PBA,-156.78,71.03,Suborbital,Success,14
1967,PM,-119.12,34.12,Suborbital,Success,12
1967,RES,-94.9,74.68,Suborbital,Success,4
1967,SDQ,9.43,39.6,Atmosphere,Success,2
1967,SDQ,9.43,39.6,Suborbital,Success,7
1967,SMLC,40.2134,-2.9408,Orbital,Success,1
1967,SNI,-119.5,33.25,Suborbital,Success,1
1967,SOM,66.75,25.2,Suborbital,Success,4
1967,SOM,66.75,25.2,Suborbital,Unknown,2
1967,SUIST,-7.33,57.33,Suborbital,Success,4
1967,SUIST,-7.33,57.33,Suborbital,Unknown,1
1967,TERLS,76.87,8.53,Suborbital,Success,11
1967,TNSC,130.97,30.4,Suborbital,Success,1
1967,TORT,-66.4395,18.4829,Suborbital,Failure,1
1967,TORT,-66.4395,18.4829,Suborbital,Success,7
1967,TTR,-116.75,37.75,Atmosphere,Success,2
1967,TTR,-116.75,37.75,Suborbital,Success,8
1967,TYUM,65.57,56.85,Military,Success,2
1967,V,-120.62,34.75,Military,Failure,3
1967,V,-120.62,34.75,Military,Success,64
1967,V,-120.62,34.75,Military,Unknown,4
1967,V,-120.62,34.75,Orbital,Failure,1
1967,V,-120.62,34.75,Orbital,Success,17
1967,V,-120.62,34.75,Reentry,Success,1
1967,V,-120.62,34.75,Suborbital,Success,3
1967,VS,-120.61,34.63,Orbital,Failure,3
1967,VS,-120.61,34.63,Orbital,Success,17
1967,VS,-120.61,34.63,Test,Success,2
1967,WI,-75.48,37.83,Atmosphere,Success,2
1967,WI,-75.48,37.83,High Altitude,Success,2
1967,WI,-75.48,37.83,Suborbital,Failure,5
1967,WI,-75.48,37.83,Suborbital,Success,131
1967,WI,-75.48,37.83,Test,Success,1
1967,WOO,136.5,-30.925,Atmosphere,Success,3
1967,WOO,136.5,-30.925,Military,Success,7
1967,WOO,136.5,-30.925,Orbital,Success,1
1967,WOO,136.5,-30.925,Suborbital,Success,15
1967,WOO,136.5,-30.925,Test,Failure,2
1967,WS,-106.53,32.4,Military,Failure,8
1967,WS,-106.53,32.4,Military,Success,19
1967,WS,-106.53,32.4,Military,Unknown,3
1967,WS,-106.53,32.4,Suborbital,Failure,2
1967,WS,-106.53,32.4,Suborbital,Success,99
1967,WS,-106.53,32.4,Suborbital,Unknown,1
1967,WTR,-120,35,Military,Failure,1
1967,WTR,-120,35,Military,Success,1
1967,WTR-JI,-120,35,Military,Success,5
1967,YUMA,-114.32,32.87,Suborbital,Success,1
1968,A51,-115.8,37.23,Military,Success,6
1968,AND,16.0207,69.2943,Suborbital,Failure,2
1968,AND,16.0207,69.2943,Suborbital,Success,7
1968,AOR17,-20,10,Suborbital,Success,10
1968,BARB,-59.483,13.067,Suborbital,Success,7
1968,CC,-80.54,28.46,Deep Space,Success,2
1968,CC,-80.54,28.46,Military,Failure,1
1968,CC,-80.54,28.46,Military,Success,4
1968,CC,-80.54,28.46,Orbital,Failure,1
1968,CC,-80.54,28.46,Orbital,Success,10
1968,CC,-80.54,28.46,Suborbital,Failure,1
1968,CC,-80.54,28.46,Suborbital,Success,11
1968,CC,-80.54,28.46,Suborbital,Unknown,4
1968,CEL,-1.25,44.45,Military,Success,10
1968,CEL,-1.25,44.45,Military,Unknown,4
1968,CEL,-1.25,44.45,Suborbital,Failure,1
1968,CEL,-1.25,44.45,Suborbital,Success,4
1968,CELAT,-57.42,-37.75,Suborbital,Success,7
1968,CELAT,-57.42,-37.75,Suborbital,Unknown,12
1968,CELPA,-66.317,-30.13,Suborbital,Success,8
1968,CEM,6.47,43.05,Military,Failure,1
1968,CEM,6.47,43.05,Military,Success,1
1968,CEM,6.47,43.05,Suborbital,Success,1
1968,CERES,6.47,43.05,Military,Failure,1
1968,CERES,6.47,43.05,Military,Success,3
1968,CERES,6.47,43.05,Suborbital,Success,1
1968,CHM,34,44,Military,Success,7
1968,CLBI,-35.383,-5.866,Suborbital,Failure,2
1968,CLBI,-35.383,-5.866,Suborbital,Success,20
1968,CSB,-85.37,29.67,Suborbital,Success,10
1968,CSG,-52.7517,5.2333,Suborbital,Failure,1
1968,CSG,-52.7517,5.2333,Suborbital,Success,4
1968,DROV,113,51.5,Military,Success,2
1968,EAFB,-117.8,34.9,Suborbital Human Crew,Failure,7
1968,EAFB,-117.8,34.9,Suborbital Human Crew,Success,9
1968,EGL,-86.74,30.38,Suborbital,Failure,1
1968,EGL,-86.74,30.38,Suborbital,Success,13
1968,ELAR,-6.7417,37.0958,Suborbital,Success,28
1968,ELAR,-6.7417,37.0958,Suborbital,Unknown,4
1968,ESR,21.107,67.894,Suborbital,Failure,1
1968,ESR,21.107,67.894,Suborbital,Success,22
1968,ETR,-79,28.5,Military,Failure,2
1968,ETR,-79,28.5,Military,Success,5
1968,ETR,-79,28.5,Military,Unknown,22
1968,FC,-93.8203,58.7343,Suborbital,Failure,9
1968,FC,-93.8203,58.7343,Suborbital,Success,243
1968,FC,-93.8203,58.7343,Suborbital,Unknown,2
1968,FTB,-106.65,31.8,Military,Success,5
1968,GILB,-110.58,38.59,Military,Success,12
1968,GRLC,-110.13,38.97,Military,Failure,3
1968,GRLC,-110.13,38.97,Military,Success,13
1968,GTsP-4,45.8,48.5,Military,Success,22
1968,GTsP-4,45.8,48.5,Military,Unknown,4
1968,GTsP-4,45.8,48.5,Orbital,Failure,1
1968,GTsP-4,45.8,48.5,Orbital,Success,8
1968,GTsP-4,45.8,48.5,Suborbital,Success,83
1968,GTsP-4,45.8,48.5,Suborbital,Unknown,1
1968,JI,-169.5238,16.7374,Military,Success,2
1968,JI,-169.5238,16.7374,Suborbital,Failure,1
1968,JI,-169.5238,16.7374,Suborbital,Success,4
1968,KASC,131.079,31.25,Suborbital,Success,7
1968,KATTAK,66.3,39.9,Military,Success,11
1968,KAU,-159.777,22.058,Suborbital,Success,21
1968,KER,70.23,-49.37,Suborbital,Success,3
1968,KMR,167.72,8.9917,Military,Failure,2
1968,KMR,167.72,8.9917,Military,Success,3
1968,KRAS,92.29,56.23,Military,Success,3
1968,KSC,-80.6041,28.6083,Deep Space,Success,1
1968,KSC,-80.6041,28.6083,Orbital,Success,1
1968,LEBA,17.55,54.78,Suborbital,Success,46
1968,MAKHCH,47.5,42.7,Military,Success,3
1968,NAMFI,24.2,35.6,Military,Success,4
1968,NIIP-5,63,46,Deep Space,Success,4
1968,NIIP-5,63,46,Military,Failure,2
1968,NIIP-5,63,46,Military,Success,57
1968,NIIP-5,63,46,Orbital,Failure,3
1968,NIIP-5,63,46,Orbital,Pad Explosion,1
1968,NIIP-5,63,46,Orbital,Success,34
1968,NIIP-5,63,46,Reentry,Failure,1
1968,NIIP-53,40.5,62.9,Military,Failure,8
1968,NIIP-53,40.5,62.9,Military,Success,34
1968,NIIP-53,40.5,62.9,Orbital,Failure,1
1968,NIIP-53,40.5,62.9,Orbital,Success,30
1968,NTAG,60.364,58.096,Military,Success,1
1968,OK,58.05,80.45,Suborbital,Success,62
1968,OK,58.05,80.45,Suborbital,Unknown,1
1968,ORDZH,44.65,43.02,Military,Success,2
1968,PBA,-156.78,71.03,Suborbital,Failure,1
1968,PBA,-156.78,71.03,Suborbital,Success,7
1968,PM,-119.12,34.12,Suborbital,Success,6
1968,PM?,-120,35,Suborbital,Success,7
1968,POR4,-128,32.25,Suborbital,Success,1
1968,POR5,-125,27.5,Suborbital,Success,1
1968,PRIM,-110.05,54.75,Suborbital,Success,3
1968,RES,-94.9,74.68,Suborbital,Success,4
1968,RODR,65,-20,Suborbital,Success,14
1968,RODR,65,-20,Suborbital,Unknown,2
1968,SDQ,9.43,39.6,Suborbital,Failure,1
1968,SDQ,9.43,39.6,Suborbital,Success,6
1968,SNI,-119.5,33.25,Suborbital,Success,1
1968,SOM,66.75,25.2,Suborbital,Success,3
1968,SOZEK,67.65,43.3,Military,Success,1
1968,SUIST,-7.33,57.33,Suborbital,Failure,1
1968,SUIST,-7.33,57.33,Suborbital,Success,22
1968,TERLS,76.87,8.53,Suborbital,Success,24
1968,TEYK,40.44,56.7,Military,Success,10
1968,TNSC,130.97,30.4,Suborbital,Success,3
1968,TORT,-66.4395,18.4829,Suborbital,Success,12
1968,TTR,-116.75,37.75,Atmosphere,Success,1
1968,TTR,-116.75,37.75,Suborbital,Success,1
1968,TYUM,65.57,56.85,Military,Success,1
1968,V,-120.62,34.75,Military,Failure,3
1968,V,-120.62,34.75,Military,Success,37
1968,V,-120.62,34.75,Military,Unknown,6
1968,V,-120.62,34.75,Orbital,Failure,1
1968,V,-120.62,34.75,Orbital,Success,14
1968,VS,-120.61,34.63,Orbital,Failure,1
1968,VS,-120.61,34.63,Orbital,Success,16
1968,WI,-75.48,37.83,High Altitude,Success,1
1968,WI,-75.48,37.83,Orbital,Success,1
1968,WI,-75.48,37.83,Suborbital,Failure,2
1968,WI,-75.48,37.83,Suborbital,Success,108
1968,WI,-75.48,37.83,Test,Success,2
1968,WOO,136.5,-30.925,Atmosphere,Success,2
1968,WOO,136.5,-30.925,Orbital,Failure,1
1968,WOO,136.5,-30.925,Suborbital,Failure,1
1968,WOO,136.5,-30.925,Suborbital,Success,31
1968,WS,-106.53,32.4,Military,Failure,4
1968,WS,-106.53,32.4,Military,Success,23
1968,WS,-106.53,32.4,Suborbital,Failure,2
1968,WS,-106.53,32.4,Suborbital,Success,92
1968,WS,-106.53,32.4,Suborbital,Unknown,6
1968,WTR-JI,-120,35,Military,Failure,1
1968,WTR-JI,-120,35,Military,Success,5
1968,YSNYA,115.9,50.8,Military,Success,1
1968,YURYA,49.44,59.17,Military,Success,6
1969,THU,-68.75,76.53,Suborbital,Success,80
1969,A51,-115.8,37.23,Military,Success,1
1969,ABER,-4.5548,52.1379,Atmosphere,Success,1
1969,AND,16.0207,69.2943,Suborbital,Failure,1
1969,AND,16.0207,69.2943,Suborbital,Success,14
1969,ANT,-61.7752,17.1371,Suborbital,Success,78
1969,AOR26,-46,45,Suborbital,Unknown,15
1969,AOR27,-46,45,Suborbital,Success,9
1969,ASC,-14.4142,-7.9762,Suborbital,Success,127
1969,BEALE,-121.44,39.14,Military,Success,3
1969,BLA,34.2,69.5,Military,Success,8
1969,BLAN,-109.29,37.37,Military,Failure,1
1969,BLAN,-109.29,37.37,Military,Success,13
1969,CC,-80.54,28.46,Deep Space,Success,2
1969,CC,-80.54,28.46,Military,Failure,6
1969,CC,-80.54,28.46,Military,Success,13
1969,CC,-80.54,28.46,Orbital,Failure,2
1969,CC,-80.54,28.46,Orbital,Success,11
1969,CC,-80.54,28.46,Suborbital,Failure,5
1969,CC,-80.54,28.46,Suborbital,Success,220
1969,CEL,-1.25,44.45,Military,Success,9
1969,CEL,-1.25,44.45,Suborbital,Failure,1
1969,CEL,-1.25,44.45,Suborbital,Success,6
1969,CELAT,-57.42,-37.75,Suborbital,Success,17
1969,CELPA,-66.317,-30.13,Suborbital,Success,3
1969,CEM,6.47,43.05,Suborbital,Success,3
1969,CLBI,-35.383,-5.866,Suborbital,Success,10
1969,CP,-124.717,70.17,Suborbital,Success,3
1969,CSG,-52.7517,5.2333,Suborbital,Success,10
1969,EGL,-86.74,30.38,Military,Success,4
1969,EGL,-86.74,30.38,Suborbital,Success,16
1969,ELAR,-6.7417,37.0958,Suborbital,Success,34
1969,ESR,21.107,67.894,Suborbital,Failure,1
1969,ESR,21.107,67.894,Suborbital,Success,27
1969,ETR,-79,28.5,Military,Success,4
1969,ETR,-79,28.5,Military,Unknown,30
1969,FC,-93.8203,58.7343,Suborbital,Failure,7
1969,FC,-93.8203,58.7343,Suborbital,Success,225
1969,FC,-93.8203,58.7343,Suborbital,Unknown,5
1969,GAN,73.15,-0.6833,Suborbital,Success,12
1969,GRLC,-110.13,38.97,Military,Failure,1
1969,GRLC,-110.13,38.97,Military,Success,10
1969,GRLC,-110.13,38.97,Suborbital,Success,3
1969,GRLY,-146,64,Suborbital,Success,86
1969,GTsP-4,45.8,48.5,Military,Success,17
1969,GTsP-4,45.8,48.5,Military,Unknown,7
1969,GTsP-4,45.8,48.5,Orbital,Success,4
1969,GTsP-4,45.8,48.5,Suborbital,Success,55
1969,GTsP-4,45.8,48.5,Suborbital,Unknown,36
1969,JQ,100.31,41.31,Military,Success,1
1969,JQ,100.31,41.31,Suborbital,Success,3
1969,KASC,131.079,31.25,High Altitude,Failure,1
1969,KASC,131.079,31.25,Orbital,Failure,1
1969,KASC,131.079,31.25,Suborbital,Failure,3
1969,KASC,131.079,31.25,Suborbital,Success,24
1969,KASC,131.079,31.25,Test,Success,2
1969,KATTAK,66.3,39.9,Military,Success,3
1969,KAU,-159.777,22.058,Suborbital,Success,188
1969,KMR,167.72,8.9917,Military,Failure,2
1969,KMR,167.72,8.9917,Military,Success,8
1969,KMR,167.72,8.9917,Suborbital,Success,55
1969,KOSTR,41.38,57.67,Military,Success,2
1969,KRAS,92.29,56.23,Military,Success,1
1969,KSC,-80.6041,28.6083,Deep Space,Success,4
1969,LEBA,17.55,54.78,Suborbital,Success,3
1969,MAKHCH,47.5,42.7,Military,Success,2
1969,MLD,45.85,-67.66,Suborbital,Unknown,19
1969,NAMFI,24.2,35.6,Military,Success,1
1969,NEN,39.2,64.63,Military,Failure,1
1969,NEN,39.2,64.63,Military,Success,9
1969,NIIP-5,63,46,Deep Space,Success,4
1969,NIIP-5,63,46,Military,Failure,1
1969,NIIP-5,63,46,Military,Success,59
1969,NIIP-5,63,46,Orbital,Failure,11
1969,NIIP-5,63,46,Orbital,Success,23
1969,NIIP-5,63,46,Test,Success,1
1969,NIIP-53,40.5,62.9,Military,Failure,1
1969,NIIP-53,40.5,62.9,Military,Success,23
1969,NIIP-53,40.5,62.9,Orbital,Failure,3
1969,NIIP-53,40.5,62.9,Orbital,Success,37
1969,NOVOSY,133.36,44.24,Military,Success,2
1969,NTAG,60.364,58.096,Military,Success,1
1969,NTRURO,-70.05,42.03,Suborbital,Success,1
1969,OK,58.05,80.45,Suborbital,Success,49
1969,OK,58.05,80.45,Suborbital,Unknown,45
1969,PBA,-156.78,71.03,Suborbital,Success,7
1969,PF,-147.467,65.117,Suborbital,Success,7
1969,PM,-119.12,34.12,Suborbital,Success,223
1969,PRIM,-110.05,54.75,Suborbital,Success,85
1969,RES,-94.9,74.68,Suborbital,Success,5
1969,RODR,65,-20,Suborbital,Success,16
1969,RODR,65,-20,Suborbital,Unknown,8
1969,SDQ,9.43,39.6,Suborbital,Success,5
1969,SHER,-79.98,9.33,Suborbital,Success,89
1969,SHER,-79.98,9.33,Suborbital,Unknown,6
1969,SNI,-119.5,33.25,Suborbital,Success,1
1969,SOM,66.75,25.2,Suborbital,Failure,2
1969,SOM,66.75,25.2,Suborbital,Success,1
1969,SOM,66.75,25.2,Suborbital,Unknown,10
1969,SOZEK,67.65,43.3,Military,Success,1
1969,SUIST,-7.33,57.33,Suborbital,Success,34
1969,TERLS,76.87,8.53,Suborbital,Failure,1
1969,TERLS,76.87,8.53,Suborbital,Success,9
1969,TERLS,76.87,8.53,Suborbital,Unknown,2
1969,TEYK,40.44,56.7,Military,Success,4
1969,TNSC,130.97,30.4,Suborbital,Failure,2
1969,TNSC,130.97,30.4,Suborbital,Success,10
1969,TTR,-116.75,37.75,Suborbital,Success,2
1969,V,-120.62,34.75,Military,Failure,3
1969,V,-120.62,34.75,Military,Success,54
1969,V,-120.62,34.75,Military,Unknown,16
1969,V,-120.62,34.75,Orbital,Failure,1
1969,V,-120.62,34.75,Orbital,Success,7
1969,VLAD,46.2,48.3,Test,Success,2
1969,VS,-120.61,34.63,Orbital,Success,14
1969,WI,-75.48,37.83,Atmosphere,Success,3
1969,WI,-75.48,37.83,High Altitude,Success,1
1969,WI,-75.48,37.83,Suborbital,Failure,2
1969,WI,-75.48,37.83,Suborbital,Success,248
1969,WOO,136.5,-30.925,Atmosphere,Failure,1
1969,WOO,136.5,-30.925,Atmosphere,Success,4
1969,WOO,136.5,-30.925,Orbital,Failure,1
1969,WOO,136.5,-30.925,Suborbital,Failure,2
1969,WOO,136.5,-30.925,Suborbital,Success,22
1969,WOO,136.5,-30.925,Suborbital,Unknown,1
1969,WOO,136.5,-30.925,Test,Failure,1
1969,WS,-106.53,32.4,Military,Failure,5
1969,WS,-106.53,32.4,Military,Success,16
1969,WS,-106.53,32.4,Suborbital,Failure,2
1969,WS,-106.53,32.4,Suborbital,Success,328
1969,WS,-106.53,32.4,Suborbital,Unknown,14
1969,YURYA,49.44,59.17,Military,Success,4
1970,THU,-68.75,76.53,Suborbital,Failure,1
1970,THU,-68.75,76.53,Suborbital,Success,33
1970,ABER,-4.5548,52.1379,Atmosphere,Success,1
1970,AND,16.0207,69.2943,Suborbital,Success,12
1970,ANT,-61.7752,17.1371,Suborbital,Success,95
1970,AOR18,-30,39,Suborbital,Unknown,15
1970,ASC,-14.4142,-7.9762,Suborbital,Success,149
1970,BART,-143.63,70.11,Suborbital,Success,3
1970,BEALE,-121.44,39.14,Military,Success,2
1970,BERM,-64.6566,32.3483,Suborbital,Success,1
1970,BERSH,56.306,57.692,Military,Success,2
1970,BLAN,-109.29,37.37,Military,Failure,3
1970,BLAN,-109.29,37.37,Military,Success,25
1970,CC,-80.54,28.46,Military,Failure,2
1970,CC,-80.54,28.46,Military,Success,10
1970,CC,-80.54,28.46,Orbital,Failure,1
1970,CC,-80.54,28.46,Orbital,Success,9
1970,CC,-80.54,28.46,Suborbital,Success,207
1970,CC,-80.54,28.46,Suborbital,Unknown,21
1970,CEL,-1.25,44.45,Military,Success,8
1970,CEL,-1.25,44.45,Suborbital,Success,2
1970,CELAT,-57.42,-37.75,Suborbital,Success,6
1970,CELPA,-66.317,-30.13,Suborbital,Success,1
1970,CLBI,-35.383,-5.866,Suborbital,Success,27
1970,CSB,-85.37,29.67,Suborbital,Success,5
1970,CSG,-52.7517,5.2333,Orbital,Success,2
1970,CSG,-52.7517,5.2333,Suborbital,Success,2
1970,EGL,-86.74,30.38,Military,Success,9
1970,EGL,-86.74,30.38,Suborbital,Success,18
1970,EGL,-86.74,30.38,Suborbital,Unknown,1
1970,ELAR,-6.7417,37.0958,Suborbital,Success,78
1970,EMBA,55.42,47.1,Suborbital,Success,2
1970,EQUOD,-63.42,44.9,Suborbital,Success,4
1970,ESR,21.107,67.894,Suborbital,Success,36
1970,ESR,21.107,67.894,Suborbital,Unknown,1
1970,ETR,-79,28.5,Military,Failure,3
1970,ETR,-79,28.5,Military,Success,7
1970,ETR,-79,28.5,Military,Unknown,34
1970,FC,-93.8203,58.7343,Suborbital,Failure,2
1970,FC,-93.8203,58.7343,Suborbital,Success,158
1970,FC,-93.8203,58.7343,Suborbital,Unknown,22
1970,FTB,-106.65,31.8,Military,Success,9
1970,FWAK,-147.633,64.83,Military,Success,1
1970,GAN,73.15,-0.6833,Suborbital,Success,21
1970,GRLC,-110.13,38.97,Military,Failure,1
1970,GRLC,-110.13,38.97,Military,Success,1
1970,GRLC,-110.13,38.97,Suborbital,Success,1
1970,GRLY,-146,64,Suborbital,Success,158
1970,GTsP-4,45.8,48.5,Military,Success,11
1970,GTsP-4,45.8,48.5,Military,Unknown,4
1970,GTsP-4,45.8,48.5,Orbital,Success,5
1970,GTsP-4,45.8,48.5,Suborbital,Failure,1
1970,GTsP-4,45.8,48.5,Suborbital,Success,9
1970,GTsP-4,45.8,48.5,Suborbital,Unknown,60
1970,IOR3,65,-50,Suborbital,Success,1
1970,JI,-169.5238,16.7374,Military,Success,2
1970,JI,-169.5238,16.7374,Reentry,Success,1
1970,JIAN,102.82,23.62,Military,Failure,1
1970,JQ,100.31,41.31,Military,Success,1
1970,JQ,100.31,41.31,Orbital,Success,1
1970,KASC,131.079,31.25,High Altitude,Success,2
1970,KASC,131.079,31.25,Orbital,Failure,1
1970,KASC,131.079,31.25,Orbital,Success,1
1970,KASC,131.079,31.25,Suborbital,Success,10
1970,KAU,-159.777,22.058,Atmosphere,Success,1
1970,KAU,-159.777,22.058,Suborbital,Success,198
1970,KMR,167.72,8.9917,Military,Failure,2
1970,KMR,167.72,8.9917,Military,Success,5
1970,KMR,167.72,8.9917,Suborbital,Success,130
1970,KOSTR,41.38,57.67,Military,Success,1
1970,KRAS,92.29,56.23,Military,Success,1
1970,KSC,-80.6041,28.6083,Deep Space,Success,1
1970,LEBA,17.55,54.78,Suborbital,Success,4
