Year,launch_site,Longitude,Latitude,Category,Result,Count
1979,GTsP-4,45.8,48.5,Suborbital,Unknown,112
1979,GTsP-4,45.8,48.5,Test,Unknown,1
1979,JQ,100.31,41.31,Orbital,Failure,1
1979,KASC,131.079,31.25,Orbital,Success,1
1979,KASC,131.079,31.25,Suborbital,Success,8
1979,KAU,-159.777,22.058,Suborbital,Success,88
1979,KER,70.23,-49.37,Suborbital,Unknown,20
1979,KMR,167.72,8.9917,Suborbital,Success,170
1979,KOSTR,41.38,57.67,Military,Failure,2
1979,KOSTR,41.38,57.67,Military,Success,3
1979,MLD,45.85,-67.66,Suborbital,Unknown,64
1979,NIIP-5,63,46,Military,Success,29
1979,NIIP-5,63,46,Orbital,Success,19
1979,NIIP-53,40.5,62.9,Military,Success,8
1979,NIIP-53,40.5,62.9,Orbital,Failure,2
1979,NIIP-53,40.5,62.9,Orbital,Success,66
1979,OK,58.05,80.45,Suborbital,Success,4
1979,OK,58.05,80.45,Suborbital,Unknown,97
1979,PF,-147.467,65.117,Suborbital,Failure,1
1979,PF,-147.467,65.117,Suborbital,Success,75
1979,PM,-119.12,34.12,Suborbital,Success,120
1979,PRIM,-110.05,54.75,Suborbital,Success,104
1979,PRIM,-110.05,54.75,Suborbital,Unknown,7
1979,RLAKE,-93.47,50.88,Suborbital,Success,33
1979,RYO,141.83,39.03,Suborbital,Success,36
1979,SHAR,80.303,13.621,Orbital,Failure,1
1979,SHAR,80.303,13.621,Suborbital,Success,86
1979,SHAR,80.303,13.621,Suborbital,Unknown,3
1979,SHEM,174.08,52.72,Suborbital,Success,56
1979,SHER,-79.98,9.33,Suborbital,Success,62
1979,SIMSH,152,47,Military,Failure,1
1979,SUIST,-7.33,57.33,Suborbital,Success,8
1979,TATS,45.57,51.67,Military,Failure,1
1979,TATS,45.57,51.67,Military,Success,1
1979,TERLS,76.87,8.53,Suborbital,Success,26
1979,TERLS,76.87,8.53,Suborbital,Unknown,73
1979,TNSC,130.97,30.4,Orbital,Failure,1
1979,TNSC,130.97,30.4,Suborbital,Success,5
1979,TTR,-116.75,37.75,Suborbital,Success,1
1979,TYSC,112.6,37.5,Military,Success,3
1979,V,-120.62,34.75,Military,Failure,1
1979,V,-120.62,34.75,Military,Success,19
1979,V,-120.62,34.75,Military,Unknown,1
1979,V,-120.62,34.75,Orbital,Success,1
1979,VS,-120.61,34.63,Orbital,Success,5
1979,WI,-75.48,37.83,Orbital,Success,2
1979,WI,-75.48,37.83,Suborbital,Success,148
1979,WI,-75.48,37.83,Suborbital,Unknown,21
1979,WOO,136.5,-30.925,Suborbital,Success,5
1979,WS,-106.53,32.4,Suborbital,Failure,1
1979,WS,-106.53,32.4,Suborbital,Success,150
1979,WTR,-120,35,Military,Success,5
1980,THU,-68.75,76.53,Suborbital,Success,97
1980,AND,16.0207,69.2943,Suborbital,Success,36
1980,ANT,-61.7752,17.1371,Suborbital,Success,97
1980,ASC,-14.4142,-7.9762,Suborbital,Success,128
1980,BALKH,72.87,46.38,Military,Success,1
1980,CC,-80.54,28.46,Military,Failure,1
1980,CC,-80.54,28.46,Military,Success,12
1980,CC,-80.54,28.46,Orbital,Success,6
1980,CC,-80.54,28.46,Suborbital,Success,160
1980,CC?,-80.54,28.46,Military,Unknown,2
1980,CEL,-1.25,44.45,Military,Success,3
1980,CHAN,86.6,21.3,Suborbital,Failure,1
1980,CHAN,86.6,21.3,Suborbital,Success,78
1980,CLBI,-35.383,-5.866,Suborbital,Success,2
1980,CLBI,-35.383,-5.866,Suborbital,Unknown,9
1980,CSG,-52.7517,5.2333,Orbital,Failure,1
1980,EGL,-86.74,30.38,Suborbital,Success,7
1980,ELAR,-6.7417,37.0958,Suborbital,Success,2
1980,ESR,21.107,67.894,Suborbital,Success,42
1980,ETR,-79,28.5,Military,Success,42
1980,FC,-93.8203,58.7343,Suborbital,Success,2
1980,FTB,-106.65,31.8,Military,Unknown,8
1980,GTsP-4,45.8,48.5,Military,Success,17
1980,GTsP-4,45.8,48.5,Military,Unknown,12
1980,GTsP-4,45.8,48.5,Orbital,Success,1
1980,GTsP-4,45.8,48.5,Suborbital,Unknown,106
1980,GTsP-4,45.8,48.5,Test,Success,1
1980,GTsP-4,45.8,48.5,Test,Unknown,3
1980,IRAQ-A,47.1,31.8,Military,Success,1
1980,JQ,100.31,41.31,Military,Failure,1
1980,JQ,100.31,41.31,Military,Success,4
1980,KASC,131.079,31.25,Orbital,Success,1
1980,KASC,131.079,31.25,Suborbital,Success,6
1980,KAU,-159.777,22.058,Suborbital,Success,48
1980,KER,70.23,-49.37,Suborbital,Unknown,19
1980,KMR,167.72,8.9917,Military,Success,2
1980,KMR,167.72,8.9917,Suborbital,Success,140
1980,LROCK,-92.15,34.9,Military,Pad Explosion,1
1980,MLD,45.85,-67.66,Suborbital,Unknown,67
1980,NEN,39.2,64.63,Military,Failure,5
1980,NEN,39.2,64.63,Military,Success,1
1980,NIIP-5,63,46,Military,Success,15
1980,NIIP-5,63,46,Orbital,Success,24
1980,NIIP-53,40.5,62.9,Military,Failure,1
1980,NIIP-53,40.5,62.9,Military,Success,7
1980,NIIP-53,40.5,62.9,Orbital,Failure,2
1980,NIIP-53,40.5,62.9,Orbital,Pad Explosion,1
1980,NIIP-53,40.5,62.9,Orbital,Success,62
1980,NPOLE,0,90,Military,Success,2
1980,NWSLA,5,70,Military,Success,1
1980,OK,58.05,80.45,Suborbital,Success,21
1980,OK,58.05,80.45,Suborbital,Unknown,67
1980,PF,-147.467,65.117,Suborbital,Success,6
1980,PF,-147.467,65.117,Suborbital,Unknown,3
1980,PM,-119.12,34.12,Suborbital,Success,96
1980,PRIM,-110.05,54.75,Suborbital,Success,119
1980,PRIM,-110.05,54.75,Suborbital,Unknown,4
1980,RYO,141.83,39.03,Suborbital,Success,36
1980,SEND,-103.36,56.26,Suborbital,Success,2
1980,SHAR,80.303,13.621,Orbital,Success,1
1980,SHAR,80.303,13.621,Suborbital,Failure,1
1980,SHAR,80.303,13.621,Suborbital,Success,80
1980,SHAR,80.303,13.621,Suborbital,Unknown,2
1980,SHEM,174.08,52.72,Suborbital,Success,118
1980,SIP,-84.2481,-75.94,Suborbital,Success,4
1980,SMLC,40.2134,-2.9408,Suborbital,Success,7
1980,TATS,45.57,51.67,Military,Failure,2
1980,TERLS,76.87,8.53,Suborbital,Success,16
1980,TERLS,76.87,8.53,Suborbital,Unknown,75
1980,TEYK,40.44,56.7,Military,Success,3
1980,TNSC,130.97,30.4,Orbital,Success,1
1980,TNSC,130.97,30.4,Suborbital,Success,5
1980,TTR,-116.75,37.75,Atmosphere,Success,1
1980,V,-120.62,34.75,Military,Success,15
1980,V,-120.62,34.75,Military,Unknown,3
1980,V,-120.62,34.75,Orbital,Failure,1
1980,VS,-120.61,34.63,Orbital,Failure,1
1980,VS,-120.61,34.63,Orbital,Success,7
1980,WI,-75.48,37.83,Suborbital,Success,105
1980,WI,-75.48,37.83,Suborbital,Unknown,10
1980,WS,-106.53,32.4,Military,Success,1
1980,WS,-106.53,32.4,Suborbital,Success,66
1981,AND,16.0207,69.2943,Suborbital,Success,1
1981,ANT,-61.7752,17.1371,Suborbital,Success,37
1981,ASC,-14.4142,-7.9762,Suborbital,Success,130
1981,BALKH,72.87,46.38,Military,Success,1
1981,BERSH,56.306,57.692,Military,Success,1
1981,CC,-80.54,28.46,Military,Success,9
1981,CC,-80.54,28.46,Orbital,Success,9
1981,CC,-80.54,28.46,Suborbital,Success,122
1981,CC?,-80.54,28.46,Military,Unknown,1
1981,CEL,-1.25,44.45,Military,Failure,1
1981,CEL,-1.25,44.45,Military,Success,4
1981,CELPA,-66.317,-30.13,Suborbital,Success,1
1981,CHAN,86.6,21.3,Suborbital,Success,28
1981,CHM,34,44,Military,Success,1
1981,CLBI,-35.383,-5.866,Suborbital,Success,1
1981,CP,-124.717,70.17,Suborbital,Failure,1
1981,CP,-124.717,70.17,Suborbital,Success,4
1981,CSG,-52.7517,5.2333,Orbital,Success,2
1981,DROV,113,51.5,Military,Failure,1
1981,DROV,113,51.5,Military,Success,2
1981,ELAR,-6.7417,37.0958,Suborbital,Success,5
1981,ESR,21.107,67.894,Suborbital,Success,12
1981,ETR,-79,28.5,Military,Failure,1
1981,ETR,-79,28.5,Military,Success,18
1981,FC,-93.8203,58.7343,Suborbital,Success,7
1981,FTB,-106.65,31.8,Military,Success,5
1981,FTB,-106.65,31.8,Military,Unknown,3
1981,GTsP-4,45.8,48.5,Military,Success,5
1981,GTsP-4,45.8,48.5,Military,Unknown,12
1981,GTsP-4,45.8,48.5,Orbital,Success,1
1981,GTsP-4,45.8,48.5,Reentry,Success,2
1981,GTsP-4,45.8,48.5,Suborbital,Success,1
1981,GTsP-4,45.8,48.5,Suborbital,Unknown,114
1981,IRAQ-A,47.1,31.8,Military,Success,12
1981,JQ,100.31,41.31,Orbital,Success,1
1981,KART,60.6,52.9,Military,Success,4
1981,KASC,131.079,31.25,Orbital,Success,1
1981,KASC,131.079,31.25,Suborbital,Success,5
1981,KAU,-159.777,22.058,Suborbital,Success,114
1981,KER,70.23,-49.37,Suborbital,Unknown,20
1981,KMR,167.72,8.9917,Military,Success,1
1981,KMR,167.72,8.9917,Suborbital,Success,83
1981,KOSTR,41.38,57.67,Military,Success,6
1981,KRAS,92.29,56.23,Military,Success,2
1981,KSC,-80.6041,28.6083,Orbital,Success,2
1981,MLD,45.85,-67.66,Suborbital,Unknown,75
1981,NEN,39.2,64.63,Military,Failure,2
1981,NEN,39.2,64.63,Military,Success,4
1981,NIIP-5,63,46,Deep Space,Success,2
1981,NIIP-5,63,46,Military,Failure,1
1981,NIIP-5,63,46,Military,Success,18
1981,NIIP-5,63,46,Orbital,Failure,1
1981,NIIP-5,63,46,Orbital,Success,36
1981,NIIP-53,40.5,62.9,Military,Success,11
1981,NIIP-53,40.5,62.9,Orbital,Failure,1
1981,NIIP-53,40.5,62.9,Orbital,Success,59
1981,NPOLE,0,90,Military,Success,2
1981,OK,58.05,80.45,Suborbital,Unknown,82
1981,PF,-147.467,65.117,Suborbital,Success,14
1981,PM,-119.12,34.12,Suborbital,Success,86
1981,PRIM,-110.05,54.75,Suborbital,Success,98
1981,PRIM,-110.05,54.75,Suborbital,Unknown,1
1981,RYO,141.83,39.03,Suborbital,Success,36
1981,SEBA,14.4585,26.9879,Suborbital,Success,7
1981,SHAR,80.303,13.621,Orbital,Success,1
1981,SHAR,80.303,13.621,Suborbital,Success,32
1981,SHAR,80.303,13.621,Suborbital,Unknown,2
1981,SHEM,174.08,52.72,Suborbital,Success,55
1981,SIP,-84.2481,-75.94,Suborbital,Success,3
1981,TATS,45.57,51.67,Military,Failure,2
1981,TERLS,76.87,8.53,Suborbital,Success,17
1981,TERLS,76.87,8.53,Suborbital,Unknown,60
1981,TNSC,130.97,30.4,Orbital,Success,2
1981,TNSC,130.97,30.4,Suborbital,Success,3
1981,TYSC,112.6,37.5,Military,Success,1
1981,UZHUR,90.253,55.2075,Military,Failure,1
1981,UZHUR,90.253,55.2075,Military,Success,4
1981,V,-120.62,34.75,Military,Success,13
1981,V,-120.62,34.75,Orbital,Success,2
1981,VS,-120.61,34.63,Orbital,Failure,1
1981,VS,-120.61,34.63,Orbital,Success,5
1981,WI,-75.48,37.83,Suborbital,Success,43
1981,WI,-75.48,37.83,Suborbital,Unknown,5
1981,WS,-106.53,32.4,Suborbital,Success,62
1982,AND,16.0207,69.2943,Suborbital,Success,4
1982,ANHU,126.1,36.41,Military,Success,1
1982,ANT,-61.7752,17.1371,Suborbital,Success,3
1982,AOR23,-30,68,Suborbital,Unknown,21
1982,ASC,-14.4142,-7.9762,Suborbital,Success,24
1982,BALKH,72.87,46.38,Military,Success,15
1982,BELA,38,65.5,Military,Success,15
1982,BERSH,56.306,57.692,Military,Success,3
1982,BLA,34.2,69.5,Military,Success,3
1982,CC,-80.54,28.46,Military,Failure,2
1982,CC,-80.54,28.46,Military,Success,8
1982,CC,-80.54,28.46,Orbital,Success,10
1982,CC,-80.54,28.46,Suborbital,Success,23
1982,CEL,-1.25,44.45,Military,Success,7
1982,CHAN,86.6,21.3,Suborbital,Success,27
1982,CHM,34,44,Military,Success,8
1982,CLBI,-35.383,-5.866,Suborbital,Success,11
1982,CLBI,-35.383,-5.866,Suborbital,Unknown,4
1982,CP,-124.717,70.17,Suborbital,Success,1
1982,CSG,-52.7517,5.2333,Orbital,Failure,1
1982,ELAR,-6.7417,37.0958,Suborbital,Failure,1
1982,ELAR,-6.7417,37.0958,Suborbital,Success,7
1982,ESR,21.107,67.894,Suborbital,Success,12
1982,ETR,-79,28.5,Military,Success,23
1982,FC,-93.8203,58.7343,Suborbital,Failure,1
1982,FC,-93.8203,58.7343,Suborbital,Success,4
1982,FTB,-106.65,31.8,Military,Success,1
1982,FTB,-106.65,31.8,Military,Unknown,4
1982,GTsP-4,45.8,48.5,Military,Success,9
1982,GTsP-4,45.8,48.5,Military,Unknown,17
1982,GTsP-4,45.8,48.5,Orbital,Failure,1
1982,GTsP-4,45.8,48.5,Orbital,Success,4
1982,GTsP-4,45.8,48.5,Suborbital,Unknown,84
1982,GTsP-4,45.8,48.5,Test,Unknown,2
1982,IRAQ-A,47.1,31.8,Military,Success,26
1982,JQ,100.31,41.31,Orbital,Success,1
1982,KART,60.6,52.9,Military,Success,1
1982,KASC,131.079,31.25,Suborbital,Success,8
1982,KAU,-159.777,22.058,Suborbital,Success,81
1982,KMR,167.72,8.9917,Military,Success,1
1982,KMR,167.72,8.9917,Suborbital,Success,58
1982,KOSTR,41.38,57.67,Military,Success,5
1982,KRAS,92.29,56.23,Military,Success,1
1982,KSC,-80.6041,28.6083,Orbital,Success,3
1982,MATI,-96.5,28.25,Suborbital,Success,1
1982,MLD,45.85,-67.66,Suborbital,Unknown,60
1982,NEN,39.2,64.63,Military,Failure,1
1982,NEN,39.2,64.63,Military,Success,5
1982,NIIP-5,63,46,Military,Failure,3
1982,NIIP-5,63,46,Military,Success,13
1982,NIIP-5,63,46,Orbital,Failure,4
1982,NIIP-5,63,46,Orbital,Success,40
1982,NIIP-53,40.5,62.9,Military,Success,5
1982,NIIP-53,40.5,62.9,Orbital,Failure,4
1982,NIIP-53,40.5,62.9,Orbital,Success,55
1982,NPOLE,0,90,Military,Success,1
1982,OK,58.05,80.45,Suborbital,Unknown,72
1982,PF,-147.467,65.117,High Altitude,Success,1
1982,PF,-147.467,65.117,Suborbital,Success,15
1982,PF,-147.467,65.117,Suborbital,Unknown,9
1982,PM,-119.12,34.12,Suborbital,Success,92
1982,PRIM,-110.05,54.75,Suborbital,Success,32
1982,RYO,141.83,39.03,Suborbital,Success,37
1982,SEBA,14.4585,26.9879,Suborbital,Success,7
1982,SHAR,80.303,13.621,Suborbital,Success,16
1982,SHAR,80.303,13.621,Suborbital,Unknown,3
1982,SHEM,174.08,52.72,Suborbital,Success,88
1982,SUIST,-7.33,57.33,Suborbital,Success,6
1982,SUIST,-7.33,57.33,Suborbital,Unknown,1
1982,TATS,45.57,51.67,Military,Success,1
1982,TERLS,76.87,8.53,Suborbital,Success,13
1982,TERLS,76.87,8.53,Suborbital,Unknown,54
1982,TEYK,40.44,56.7,Military,Success,1
1982,TNSC,130.97,30.4,Orbital,Success,1
1982,TNSC,130.97,30.4,Suborbital,Success,4
1982,V,-120.62,34.75,Military,Failure,1
1982,V,-120.62,34.75,Military,Success,11
1982,V,-120.62,34.75,Orbital,Success,1
1982,VCM,-56.72,-64.23,Suborbital,Unknown,5
1982,VS,-120.61,34.63,Orbital,Success,4
1982,WI,-75.48,37.83,Suborbital,Success,18
1982,WI,-75.48,37.83,Suborbital,Unknown,62
1982,WS,-106.53,32.4,Suborbital,Failure,1
1982,WS,-106.53,32.4,Suborbital,Success,86
1982,YEL,123,35,Military,Success,2
1983,AND,16.0207,69.2943,Suborbital,Success,29
1983,AOR24,-30,68,Suborbital,Unknown,20
1983,BRET,-4.5,47.5,Military,Success,1
1983,CC,-80.54,28.46,Military,Failure,1
1983,CC,-80.54,28.46,Military,Success,7
1983,CC,-80.54,28.46,Military,Unknown,9
1983,CC,-80.54,28.46,Orbital,Success,7
1983,CC?,-80.54,28.46,Military,Unknown,2
1983,CEL,-1.25,44.45,Military,Success,4
1983,CHAN,86.6,21.3,Suborbital,Success,54
1983,CHI,-76.8,-12.5,Suborbital,Failure,5
1983,CHI,-76.8,-12.5,Suborbital,Success,17
1983,CHI,-76.8,-12.5,Suborbital,Unknown,10
1983,CSG,-52.7517,5.2333,Orbital,Success,2
1983,DERZH,66.1,51.3,Military,Success,1
1983,DROV,113,51.5,Military,Success,3
1983,ELAR,-6.7417,37.0958,Suborbital,Success,17
1983,ESR,21.107,67.894,Suborbital,Failure,1
1983,ESR,21.107,67.894,Suborbital,Success,4
1983,ETR,-79,28.5,Military,Failure,3
1983,ETR,-79,28.5,Military,Success,25
1983,FC,-93.8203,58.7343,Suborbital,Success,4
1983,FTB,-106.65,31.8,Military,Success,8
1983,FTB,-106.65,31.8,Military,Unknown,4
1983,GTsP-4,45.8,48.5,Military,Success,15
1983,GTsP-4,45.8,48.5,Military,Unknown,16
1983,GTsP-4,45.8,48.5,Orbital,Success,4
1983,GTsP-4,45.8,48.5,Suborbital,Success,1
1983,GTsP-4,45.8,48.5,Suborbital,Unknown,47
1983,IRAQ-A,47.1,31.8,Military,Success,37
1983,JQ,100.31,41.31,Orbital,Success,1
1983,KASC,131.079,31.25,Orbital,Success,1
1983,KASC,131.079,31.25,Suborbital,Success,4
1983,KAU,-159.777,22.058,Suborbital,Success,39
1983,KMR,167.72,8.9917,Military,Success,3
1983,KMR,167.72,8.9917,Suborbital,Success,41
1983,KOSTR,41.38,57.67,Military,Success,3
1983,KSC,-80.6041,28.6083,Orbital,Success,4
1983,MLD,45.85,-67.66,Suborbital,Unknown,45
1983,MRL,7.3,58.2,Suborbital,Success,8
1983,NEN,39.2,64.63,Military,Success,15
1983,NIIP-5,63,46,Deep Space,Success,3
1983,NIIP-5,63,46,Military,Failure,1
1983,NIIP-5,63,46,Military,Success,19
1983,NIIP-5,63,46,Orbital,Failure,1
1983,NIIP-5,63,46,Orbital,Success,29
1983,NIIP-53,40.5,62.9,Military,Failure,4
1983,NIIP-53,40.5,62.9,Military,Success,6
1983,NIIP-53,40.5,62.9,Orbital,Failure,1
1983,NIIP-53,40.5,62.9,Orbital,Success,62
1983,OK,58.05,80.45,Suborbital,Unknown,35
1983,PF,-147.467,65.117,Suborbital,Success,10
1983,PM,-119.12,34.12,Suborbital,Success,76
1983,PRIM,-110.05,54.75,Suborbital,Success,43
1983,RYO,141.83,39.03,Suborbital,Success,36
1983,SHAR,80.303,13.621,Orbital,Success,1
1983,SHAR,80.303,13.621,Suborbital,Unknown,2
1983,SHEM,174.08,52.72,Suborbital,Success,58
1983,TATS,45.57,51.67,Military,Success,1
1983,TERLS,76.87,8.53,Suborbital,Success,40
1983,TERLS,76.87,8.53,Suborbital,Unknown,38
1983,TEYK,40.44,56.7,Military,Success,2
1983,TNSC,130.97,30.4,Orbital,Success,2
1983,TNSC,130.97,30.4,Suborbital,Success,2
1983,TTR,-116.75,37.75,Atmosphere,Success,1
1983,V,-120.62,34.75,Military,Failure,1
1983,V,-120.62,34.75,Military,Success,16
1983,V,-120.62,34.75,Orbital,Success,2
1983,VS,-120.61,34.63,Orbital,Success,9
1983,WI,-75.48,37.83,Suborbital,Failure,3
1983,WI,-75.48,37.83,Suborbital,Success,37
1983,WI,-75.48,37.83,Suborbital,Unknown,62
1983,WS,-106.53,32.4,Suborbital,Failure,1
1983,WS,-106.53,32.4,Suborbital,Success,93
1983,WTR,-120,35,Military,Success,1
1984,AKHT,27.9537,42.0846,Suborbital,Success,2
1984,AND,16.0207,69.2943,Suborbital,Success,89
1984,AND,16.0207,69.2943,Suborbital,Unknown,6
1984,ANT,-61.7752,17.1371,Suborbital,Success,35
1984,ASC,-14.4142,-7.9762,Suborbital,Success,46
1984,BALKH,72.87,46.38,Military,Success,2
1984,BELA,38,65.5,Military,Failure,2
1984,BELA,38,65.5,Military,Success,10
1984,BERSH,56.306,57.692,Military,Success,1
1984,BLA,34.2,69.5,Military,Success,2
1984,CC,-80.54,28.46,Military,Success,4
1984,CC,-80.54,28.46,Orbital,Success,7
1984,CC,-80.54,28.46,Suborbital,Success,8
1984,CCA,-80.54,28.46,Suborbital,Success,78
1984,CEL,-1.25,44.45,Military,Success,2
1984,CHAN,86.6,21.3,Suborbital,Success,59
1984,CLBI,-35.383,-5.866,Suborbital,Success,2
1984,CSG,-52.7517,5.2333,Orbital,Success,4
1984,DROV,113,51.5,Military,Success,11
1984,EAFB,-117.8,34.9,Test,Success,2
1984,ELAR,-6.7417,37.0958,Suborbital,Success,12
1984,ESR,21.107,67.894,Suborbital,Success,7
1984,ETR,-79,28.5,Military,Success,12
1984,FC,-93.8203,58.7343,Suborbital,Success,6
1984,FTB,-106.65,31.8,Military,Unknown,4
1984,GTsP-4,45.8,48.5,Military,Success,23
1984,GTsP-4,45.8,48.5,Military,Unknown,25
1984,GTsP-4,45.8,48.5,Orbital,Success,2
1984,GTsP-4,45.8,48.5,Suborbital,Success,2
1984,GTsP-4,45.8,48.5,Test,Failure,1
1984,IRAQ-A,47.1,31.8,Military,Success,53
1984,JQ,100.31,41.31,Orbital,Success,1
1984,KART,60.6,52.9,Military,Success,1
1984,KASC,131.079,31.25,Orbital,Success,1
1984,KASC,131.079,31.25,Suborbital,Success,2
1984,KAU,-159.777,22.058,Suborbital,Success,51
1984,KMR,167.72,8.9917,Military,Success,1
1984,KMR,167.72,8.9917,Suborbital,Success,43
1984,KSC,-80.6041,28.6083,Orbital,Success,5
1984,MRL,7.3,58.2,Suborbital,Success,4
1984,NEN,39.2,64.63,Military,Success,1
1984,NIIP-5,63,46,Deep Space,Success,2
1984,NIIP-5,63,46,Military,Failure,1
1984,NIIP-5,63,46,Military,Success,12
1984,NIIP-5,63,46,Orbital,Success,31
1984,NIIP-53,40.5,62.9,Military,Failure,12
1984,NIIP-53,40.5,62.9,Military,Success,15
1984,NIIP-53,40.5,62.9,Orbital,Failure,1
1984,NIIP-53,40.5,62.9,Orbital,Success,61
1984,PF,-147.467,65.117,Suborbital,Success,9
1984,PM,-119.12,34.12,Suborbital,Success,75
1984,PRIM,-110.05,54.75,Suborbital,Success,24
1984,RYO,141.83,39.03,Suborbital,Success,35
1984,SCL,-118.5,32.92,Suborbital,Failure,1
1984,SHAR,80.303,13.621,Suborbital,Success,13
1984,SHAR,80.303,13.621,Suborbital,Unknown,1
1984,SHEM,174.08,52.72,Suborbital,Success,73
1984,SYW,39.58,-69,Suborbital,Success,3
1984,TATS,45.57,51.67,Military,Failure,1
1984,TERLS,76.87,8.53,Suborbital,Success,13
1984,TERLS,76.87,8.53,Suborbital,Unknown,39
1984,TNSC,130.97,30.4,Orbital,Success,2
1984,TONGH,129.6666,40.85,Military,Success,6
1984,TTR,-116.75,37.75,Atmosphere,Success,1
1984,V,-120.62,34.75,Military,Success,13
1984,V,-120.62,34.75,Orbital,Success,1
1984,VS,-120.61,34.63,Orbital,Success,9
1984,WI,-75.48,37.83,Suborbital,Success,51
1984,WI,-75.48,37.83,Suborbital,Unknown,14
1984,WS,-106.53,32.4,Suborbital,Success,25
1984,WTR,-120,35,Military,Success,2
1984,XSC,102.0291,28.2472,Orbital,Success,2
1984,YUK,-145.1972,66.5623,Suborbital,Success,1
1985,AND,16.0207,69.2943,Suborbital,Success,2
1985,ANT,-61.7752,17.1371,Suborbital,Success,16
1985,ASC,-14.4142,-7.9762,Suborbital,Success,14
1985,CC,-80.54,28.46,Military,Success,3
1985,CC,-80.54,28.46,Orbital,Success,3
1985,CCA,-80.54,28.46,Suborbital,Success,67
1985,CHAN,86.6,21.3,Suborbital,Success,49
1985,CLBI,-35.383,-5.866,Suborbital,Failure,3
1985,CLBI,-35.383,-5.866,Suborbital,Success,11
1985,CSG,-52.7517,5.2333,Deep Space,Success,1
1985,CSG,-52.7517,5.2333,Orbital,Failure,1
1985,CSG,-52.7517,5.2333,Orbital,Success,2
1985,DROV,113,51.5,Military,Success,2
1985,EAFB,-117.8,34.9,Test,Success,1
1985,ELAR,-6.7417,37.0958,Suborbital,Failure,1
1985,ELAR,-6.7417,37.0958,Suborbital,Success,4
1985,ESR,21.107,67.894,Suborbital,Success,3
1985,ETR,-79,28.5,Military,Failure,2
1985,ETR,-79,28.5,Military,Success,18
1985,FC,-93.8203,58.7343,Suborbital,Success,6
1985,GTsP-4,45.8,48.5,Military,Failure,1
1985,GTsP-4,45.8,48.5,Military,Success,8
1985,GTsP-4,45.8,48.5,Military,Unknown,17
1985,GTsP-4,45.8,48.5,Orbital,Success,1
1985,GTsP-4,45.8,48.5,Suborbital,Unknown,47
1985,GTsP-4,45.8,48.5,Test,Success,1
1985,IRAQ-A,47.1,31.8,Military,Success,6
1985,JQ,100.31,41.31,Orbital,Success,1
1985,KANSK,95.7,56.2,Military,Success,2
1985,KASC,131.079,31.25,Deep Space,Success,2
1985,KASC,131.079,31.25,Suborbital,Success,4
1985,KAU,-159.777,22.058,Suborbital,Success,42
1985,KERM,47.2358,34.3575,Military,Success,8
1985,KMR,167.72,8.9917,Suborbital,Success,24
1985,KSC,-80.6041,28.6083,Orbital,Success,9
1985,MLD,45.85,-67.66,Suborbital,Unknown,32
1985,NIIP-5,63,46,Military,Success,6
1985,NIIP-5,63,46,Orbital,Failure,2
1985,NIIP-5,63,46,Orbital,Success,34
1985,NIIP-53,40.5,62.9,Military,Failure,2
1985,NIIP-53,40.5,62.9,Military,Success,20
1985,NIIP-53,40.5,62.9,Orbital,Failure,1
1985,NIIP-53,40.5,62.9,Orbital,Success,62
1985,NPOLE,0,90,Military,Success,3
1985,OK,58.05,80.45,Suborbital,Unknown,26
1985,PF,-147.467,65.117,Suborbital,Success,8
1985,PF,-147.467,65.117,Suborbital,Unknown,3
1985,PM,-119.12,34.12,Suborbital,Success,47
1985,PRIM,-110.05,54.75,Suborbital,Success,30
1985,RYO,141.83,39.03,Suborbital,Success,37
1985,SHAR,80.303,13.621,Suborbital,Success,1
1985,SHAR,80.303,13.621,Suborbital,Unknown,1
1985,SHEM,174.08,52.72,Suborbital,Success,35
1985,SNI,-119.5,33.25,Suborbital,Success,3
1985,SSG,-50.597,67.023,Suborbital,Success,8
1985,SYW,39.58,-69,Suborbital,Success,12
1985,SYW,39.58,-69,Suborbital,Unknown,1
1985,TERLS,76.87,8.53,Suborbital,Unknown,51
1985,TEYK,40.44,56.7,Military,Success,1
1985,TTR,-116.75,37.75,Atmosphere,Success,1
1985,UZHUR,90.253,55.2075,Military,Success,1
1985,V,-120.62,34.75,Military,Failure,1
1985,V,-120.62,34.75,Military,Success,11
1985,VS,-120.61,34.63,Orbital,Failure,1
1985,VS,-120.61,34.63,Orbital,Success,4
1985,WI,-75.48,37.83,Orbital,Success,1
1985,WI,-75.48,37.83,Suborbital,Success,31
1985,WI,-75.48,37.83,Suborbital,Unknown,34
1985,WS,-106.53,32.4,Suborbital,Failure,1
1985,WS,-106.53,32.4,Suborbital,Success,12
1985,YEL,123,35,Military,Failure,1
1986,AND,16.0207,69.2943,Suborbital,Success,1
1986,ANHU,126.1,36.41,Military,Success,1
1986,ANT,-61.7752,17.1371,Suborbital,Success,14
1986,ASC,-14.4142,-7.9762,Suborbital,Success,22
1986,BELA,38,65.5,Military,Success,1
1986,BERSH,56.306,57.692,Military,Success,1
1986,BLA,34.2,69.5,Military,Failure,1
1986,BLA,34.2,69.5,Military,Success,1
1986,CC,-80.54,28.46,Military,Success,5
1986,CC,-80.54,28.46,Orbital,Failure,1
1986,CC,-80.54,28.46,Orbital,Success,2
1986,CCA,-80.54,28.46,Suborbital,Success,31
