year,launch_site,Longitude,Latitude,agency,launch_code,Category,Result
1987,ETR,-79,28.5,USN,MS,Military,Success
1988,ETR,-79,28.5,USN,MS,Military,Success
1988,ETR,-79,28.5,USN,MS,Military,Success
1988,ETR,-79,28.5,USN,MS,Military,Success
1988,ETR,-79,28.5,USN,MS,Military,Success
1989,ETR,-79,28.5,USN,MS,Military,Success
1989,ETR,-79,28.5,USN,MS,Military,Success
1990,ETR,-79,28.5,USN,MS,Military,Success
1988,SHAR,80.303,13.621,IDRDL,MS,Military,Success
1989,SHAR,80.303,13.621,IDRDL,MS,Military,Success
1991,SHAR,80.303,13.621,IDRDL,MS,Military,Success
1991,SHAR,80.303,13.621,IDRDL,MS,Military,Success
1991,SHAR,80.303,13.621,IDRDL,MS,Military,Success
1992,SHAR,80.303,13.621,IDRDL,MF,Military,Failure
1992,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1992,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1992,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1993,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1993,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1993,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1994,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1994,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1996,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1996,CHAN,86.6,21.3,IDRDL,MS,Military,Success
1997,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2000,CHAN,86.6,21.3,IDRDL,MF,Military,Failure
2000,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2001,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2001,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2001,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2003,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2003,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2004,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2004,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2004,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2004,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2005,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2005,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2006,CHAN,86.6,21.3,ISFC,MS,Military,Success
2006,CHAN,86.6,21.3,ISFC,MS,Military,Success
2006,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2006,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2007,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2007,CHAN,86.6,21.3,ISFC,MS,Military,Success
2007,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2008,CHAN,86.6,21.3,ISFC,MS,Military,Success
2009,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2009,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2009,CHAN,86.6,21.3,ISFC,MS,Military,Success
2009,CHAN,86.6,21.3,ISFC,MS,Military,Success
2009,CHAN,86.6,21.3,ISFC,MS,Military,Success
2009,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2010,CHAN,86.6,21.3,IDRDL,MF,Military,Failure
2010,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2010,CHAN,86.6,21.3,ISFC,MS,Military,Success
2010,CHAN,86.6,21.3,ISFC,MS,Military,Success
2010,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2010,CHAN,86.6,21.3,ISFC,MS,Military,Success
2010,CHAN,86.6,21.3,ISFC,MS,Military,Success
2011,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2011,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2011,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2011,CHAN,86.6,21.3,ISFC,MS,Military,Success
2011,CHAN,86.6,21.3,ISFC,MS,Military,Success
2012,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2012,CHAN,86.6,21.3,ISFC,MS,Military,Success
2012,CHAN,86.6,21.3,ISFC,MS,Military,Success
2012,CHAN,86.6,21.3,ISFC,MS,Military,Success
2012,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2012,CHAN,86.6,21.3,ISFC,MS,Military,Success
2013,CHAN,86.6,21.3,ISFC,MS,Military,Success
2013,CHAN,86.6,21.3,ISFC,MS,Military,Success
2013,CHAN,86.6,21.3,ISFC,MS,Military,Success
2014,CHAN,86.6,21.3,ISFC,MS,Military,Success
2014,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2014,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2014,CHAN,86.6,21.3,ISFC,MS,Military,Success
2014,CHAN,86.6,21.3,ISFC,MS,Military,Success
2015,CHAN,86.6,21.3,ISFC,MS,Military,Success
2015,CHAN,86.6,21.3,ISFC,MS,Military,Success
2016,CHAN,86.6,21.3,ISFC,MS,Military,Success
2016,CHAN,86.6,21.3,ISFC,MS,Military,Success
2017,CHAN,86.6,21.3,ISFC,MS,Military,Success
2017,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2017,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2017,CHAN,86.6,21.3,ISFC,MS,Military,Success
2017,CHAN,86.6,21.3,ISFC,MS,Military,Success
2017,CHAN,86.6,21.3,ISFC,MS,Military,Success
2018,CHAN,86.6,21.3,ISFC,MS,Military,Success
2018,CHAN,86.6,21.3,ISFC,MS,Military,Success
2018,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2018,CHAN,86.6,21.3,IDRDL,MS,Military,Success
2019,CHAN,86.6,21.3,ISFC,MS,Military,Success
2019,CHAN,86.6,21.3,ISFC,MS,Military,Success
2019,CHAN,86.6,21.3,ISFC,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1944,IRW,-116.7,35.3,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1945,FTB,-106.65,31.8,JPL,MS,Military,Success
1963,CELPA,-66.317,-30.13,CITEF,SS,Suborbital,Success
1963,CELPA,-66.317,-30.13,CITEF,SS,Suborbital,Success
1965,NIIP-5,63,46,RVSN,OS,Orbital,Success
1965,NIIP-5,63,46,RVSN,OS,Orbital,Success
1966,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1966,NIIP-5,63,46,RVSN,OS,Orbital,Success
1967,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1967,NIIP-5,63,46,RVSN,OF40,Orbital,Failure
1967,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1967,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1968,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1968,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1968,NIIP-5,63,46,RVSN,OE,Orbital,Pad Explosion
1968,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1968,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1968,NIIP-5,63,46,RVSN,OS,Orbital,Success
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1969,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1969,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1969,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1970,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1970,NIIP-5,63,46,RVSN,TS,Test,Success
1970,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1970,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1970,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1970,NIIP-5,63,46,RVSN,OS,Orbital,Success
1971,NIIP-5,63,46,RVSN,OS,Orbital,Success
1971,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1971,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1971,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1971,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1971,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1972,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1972,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1973,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1973,NIIP-5,63,46,RVSN,OS,Orbital,Success
1973,NIIP-5,63,46,RVSN,OS,Orbital,Success
1973,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1973,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1973,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1973,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1974,NIIP-5,63,46,RVSN,OS,Orbital,Success
1974,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1974,NIIP-5,63,46,RVSN,OS,Orbital,Success
1974,NIIP-5,63,46,RVSN,OS,Orbital,Success
1974,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1974,NIIP-5,63,46,RVSN,OS,Orbital,Success
1975,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1975,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1975,NIIP-5,63,46,RVSN,OS,Orbital,Success
1975,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1975,NIIP-5,63,46,RVSN,OS,Orbital,Success
1976,NIIP-5,63,46,RVSN,OS,Orbital,Success
1976,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1976,NIIP-5,63,46,RVSN,OS,Orbital,Success
1976,NIIP-5,63,46,RVSN,OS,Orbital,Success
1976,NIIP-5,63,46,RVSN,OS,Orbital,Success
1977,NIIP-5,63,46,RVSN,OS,Orbital,Success
1977,NIIP-5,63,46,RVSN,OS,Orbital,Success
1977,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1977,NIIP-5,63,46,RVSN,OS,Orbital,Success
1977,NIIP-5,63,46,RVSN,OS,Orbital,Success
1978,NIIP-5,63,46,RVSN,OS,Orbital,Success
1978,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1978,NIIP-5,63,46,RVSN,OS,Orbital,Success
1978,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1978,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1978,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1978,NIIP-5,63,46,RVSN,OF,Orbital,Failure
1978,NIIP-5,63,46,RVSN,OS,Orbital,Success
1979,NIIP-5,63,46,RVSN,OS,Orbital,Success
1979,NIIP-5,63,46,RVSN,OS,Orbital,Success
1979,NIIP-5,63,46,RVSN,OS,Orbital,Success
1979,NIIP-5,63,46,RVSN,OS,Orbital,Success
1979,NIIP-5,63,46,RVSN,OS,Orbital,Success
1979,NIIP-5,63,46,RVSN,OS,Orbital,Success
1980,NIIP-5,63,46,RVSN,OS,Orbital,Success
1980,NIIP-5,63,46,RVSN,OS,Orbital,Success
1980,NIIP-5,63,46,RVSN,OS,Orbital,Success
1980,NIIP-5,63,46,RVSN,OS,Orbital,Success
1980,NIIP-5,63,46,RVSN,OS,Orbital,Success
1981,NIIP-5,63,46,RVSN,OS,Orbital,Success
1981,NIIP-5,63,46,RVSN,OS,Orbital,Success
1981,NIIP-5,63,46,RVSN,OS,Orbital,Success
1981,NIIP-5,63,46,RVSN,OS,Orbital,Success
1981,NIIP-5,63,46,RVSN,OS,Orbital,Success
1981,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1981,NIIP-5,63,46,RVSN,DS,Deep Space,Success
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OF,Orbital,Failure
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OS,Orbital,Success
1982,NIIP-5,63,46,UNKS,OF,Orbital,Failure
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,DS,Deep Space,Success
1983,NIIP-5,63,46,UNKS,DS,Deep Space,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1983,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,OS,Orbital,Success
1984,NIIP-5,63,46,UNKS,DS,Deep Space,Success
1984,NIIP-5,63,46,UNKS,DS,Deep Space,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1985,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OS,Orbital,Success
1986,NIIP-5,63,46,UNKS,OF,Orbital,Failure
1987,NIIP-5,63,46,UNKS,OF,Orbital,Failure
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OF,Orbital,Failure
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1987,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OF,Orbital,Failure
1988,NIIP-5,63,46,UNKS,OF,Orbital,Failure
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,DS,Deep Space,Success
1988,NIIP-5,63,46,UNKS,DS,Deep Space,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1988,NIIP-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1989,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OF,Orbital,Failure
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1990,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1991,GIK-5,63,46,UNKS,OS,Orbital,Success
1992,GIK-5,63,46,UNKSR,OS,Orbital,Success
1992,GIK-5,63,46,UNKSR,OS,Orbital,Success
1992,GIK-5,63,46,UNKSR,OS,Orbital,Success
1992,GIK-5,63,46,UNKSR,OS,Orbital,Success
1992,GIK-5,63,46,VKSR,OS,Orbital,Success
1992,GIK-5,63,46,VKSR,OS,Orbital,Success
1992,GIK-5,63,46,VKSR,OS,Orbital,Success
1992,GIK-5,63,46,VKSR,OS,Orbital,Success
1993,GIK-5,63,46,VKSR,OS,Orbital,Success
1993,GIK-5,63,46,VKSR,OS,Orbital,Success
1993,GIK-5,63,46,VKSR,OF,Orbital,Failure
1993,GIK-5,63,46,VKSR,OS,Orbital,Success
1993,GIK-5,63,46,VKSR,OS,Orbital,Success
1993,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1994,GIK-5,63,46,VKSR,OS,Orbital,Success
1995,GIK-5,63,46,VKSR,OS,Orbital,Success
1995,GIK-5,63,46,VKSR,OS,Orbital,Success
1995,GIK-5,63,46,VKSR,OS,Orbital,Success
1995,GIK-5,63,46,VKSR,OS,Orbital,Success
1995,GIK-5,63,46,VKSR,OS,Orbital,Success
1995,GIK-5,63,46,VKSR,OS,Orbital,Success
1995,GIK-5,63,46,VKSR,OS,Orbital,Success
1996,GIK-5,63,46,VKSR,OS,Orbital,Success
1996,GIK-5,63,46,VKSR,OS,Orbital,Success
1996,GIK-5,63,46,ILSK,OS,Orbital,Success
1996,GIK-5,63,46,VKSR,OS,Orbital,Success
1996,GIK-5,63,46,VKSR,OS,Orbital,Success
1996,GIK-5,63,46,VKSR,OS,Orbital,Success
1996,GIK-5,63,46,VKSR,OS,Orbital,Success
1996,GIK-5,63,46,VKSR,OS,Orbital,Success
1997,GIK-5,63,46,ILSK,OS,Orbital,Success
1997,GIK-5,63,46,VKSR,OS,Orbital,Success
1997,GIK-5,63,46,VKSR,OS,Orbital,Success
1997,GIK-5,63,46,VKSR,OS,Orbital,Success
1997,GIK-5,63,46,ILSK,OS,Orbital,Success
1997,GIK-5,63,46,VKSR,OS,Orbital,Success
1997,GIK-5,63,46,RVSNR,OS,Orbital,Success
1997,GIK-5,63,46,ILSK,OS,Orbital,Success
1997,GIK-5,63,46,ILSK,OF40,Orbital,Failure
1998,GIK-5,63,46,RVSNR,OS,Orbital,Success
1998,GIK-5,63,46,RVSNR,OS,Orbital,Success
1998,GIK-5,63,46,ILSK,OS,Orbital,Success
1998,GIK-5,63,46,ILSK,OS,Orbital,Success
1998,GIK-5,63,46,ILSK,OS,Orbital,Success
1998,GIK-5,63,46,RVSNR,OS,Orbital,Success
1998,GIK-5,63,46,RVSNR,OS,Orbital,Success
1999,GIK-5,63,46,ILSK,OS,Orbital,Success
1999,GIK-5,63,46,RVSNR,OS,Orbital,Success
1999,GIK-5,63,46,ILSK,OS,Orbital,Success
1999,GIK-5,63,46,ILSK,OS,Orbital,Success
1999,GIK-5,63,46,ILSK,OS,Orbital,Success
1999,GIK-5,63,46,RVSNR,OF,Orbital,Failure
1999,GIK-5,63,46,KHRU,OS,Orbital,Success
1999,GIK-5,63,46,ILSK,OS,Orbital,Success
1999,GIK-5,63,46,KHRU,OF,Orbital,Failure
2000,GIK-5,63,46,ILSK,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,ILSK,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,ILSK,OS,Orbital,Success
2000,GIK-5,63,46,ILSK,OS,Orbital,Success
2000,GIK-5,63,46,KHRU,OS,Orbital,Success
2000,GIK-5,63,46,ILSK,OS,Orbital,Success
2000,GIK-5,63,46,ILSK,OS,Orbital,Success
2001,GIK-5,63,46,KHRU,OS,Orbital,Success
2001,GIK-5,63,46,ILSK,OS,Orbital,Success
2001,GIK-5,63,46,ILSK,OS,Orbital,Success
2001,GIK-5,63,46,KHRU,OS,Orbital,Success
2001,GIK-5,63,46,KHRU,OS,Orbital,Success
2001,GIK-5,63,46,KHRU,OS,Orbital,Success
2002,GIK-5,63,46,ILSK,OS,Orbital,Success
2002,GIK-5,63,46,ILSK,OS,Orbital,Success
2002,GIK-5,63,46,KHRU,OS,Orbital,Success
2002,GIK-5,63,46,KHRU,OS,Orbital,Success
2002,GIK-5,63,46,ILSK,OS,Orbital,Success
2002,GIK-5,63,46,KHRU,OS,Orbital,Success
2002,GIK-5,63,46,ILSK,OF,Orbital,Failure
2002,GIK-5,63,46,KHRU,OS,Orbital,Success
2002,GIK-5,63,46,ILSK,OS,Orbital,Success
2003,GIK-5,63,46,KHRU,OS,Orbital,Success
2003,GIK-5,63,46,ILSK,OS,Orbital,Success
2003,GIK-5,63,46,KHRU,OS,Orbital,Success
2003,GIK-5,63,46,KHRU,OS,Orbital,Success
2003,GIK-5,63,46,KHRU,OS,Orbital,Success
2004,GIK-5,63,46,ILSK,OS,Orbital,Success
2004,GIK-5,63,46,KHRU,OS,Orbital,Success
2004,GIK-5,63,46,KHRU,OS,Orbital,Success
2004,GIK-5,63,46,ILSK,OS,Orbital,Success
2004,GIK-5,63,46,ILSK,OS,Orbital,Success
2004,GIK-5,63,46,ILSK,OS,Orbital,Success
2004,GIK-5,63,46,ILSK,OS,Orbital,Success
2004,GIK-5,63,46,KHRU,OS,Orbital,Success
2005,GIK-5,63,46,ILSK,OS,Orbital,Success
2005,GIK-5,63,46,KHRU,OS,Orbital,Success
2005,GIK-5,63,46,ILSK,OS,Orbital,Success
2005,GIK-5,63,46,KHRU,OS,Orbital,Success
2005,GIK-5,63,46,KHRU,OS,Orbital,Success
2005,GIK-5,63,46,KHRU,OS,Orbital,Success
2005,GIK-5,63,46,ILSK,OS,Orbital,Success
2006,GIK-5,63,46,ILSK,OF40,Orbital,Failure
2006,GIK-5,63,46,KHRU,OS,Orbital,Success
2006,GIK-5,63,46,ILSK,OS,Orbital,Success
2006,GIK-5,63,46,ILSK,OS,Orbital,Success
2006,GIK-5,63,46,ILSK,OS,Orbital,Success
2006,GIK-5,63,46,KHRU,OS,Orbital,Success
2007,GIK-5,63,46,ILSK,OS,Orbital,Success
2007,GIK-5,63,46,ILSK,OS,Orbital,Success
2007,GIK-5,63,46,ILSK,OF,Orbital,Failure
2007,GIK-5,63,46,KHRU,OS,Orbital,Success
2007,GIK-5,63,46,ILSK,OS,Orbital,Success
